date,province_raw,n,province,date_full
113,Heilongjiang,1,12,2020-02-22
114,Heilongjiang,0,12,2020-02-23
115,Heilongjiang,0,12,2020-02-24
116,Heilongjiang,0,12,2020-02-25
117,Heilongjiang,0,12,2020-02-26
118,Heilongjiang,0,12,2020-02-27
119,Heilongjiang,0,12,2020-02-28
120,Heilongjiang,0,12,2020-02-29
121,Heilongjiang,0,12,2020-03-01
122,Heilongjiang,0,12,2020-03-02
123,Heilongjiang,0,12,2020-03-03
0,Beijing,0,13,2019-11-01
1,Beijing,0,13,2019-11-02
2,Beijing,0,13,2019-11-03
3,Beijing,0,13,2019-11-04
4,Beijing,0,13,2019-11-05
5,Beijing,0,13,2019-11-06
6,Beijing,0,13,2019-11-07
7,Beijing,0,13,2019-11-08
8,Beijing,0,13,2019-11-09
9,Beijing,0,13,2019-11-10
10,Beijing,0,13,2019-11-11
11,Beijing,0,13,2019-11-12
12,Beijing,0,13,2019-11-13
13,Beijing,0,13,2019-11-14
14,Beijing,0,13,2019-11-15
15,Beijing,0,13,2019-11-16
16,Beijing,0,13,2019-11-17
17,Beijing,0,13,2019-11-18
18,Beijing,0,13,2019-11-19
19,Beijing,0,13,2019-11-20
20,Beijing,0,13,2019-11-21
21,Beijing,0,13,2019-11-22
22,Beijing,0,13,2019-11-23
23,Beijing,0,13,2019-11-24
24,Beijing,0,13,2019-11-25
25,Beijing,0,13,2019-11-26
26,Beijing,0,13,2019-11-27
27,Beijing,0,13,2019-11-28
28,Beijing,0,13,2019-11-29
29,Beijing,0,13,2019-11-30
30,Beijing,0,13,2019-12-01
31,Beijing,0,13,2019-12-02
32,Beijing,0,13,2019-12-03
33,Beijing,0,13,2019-12-04
34,Beijing,0,13,2019-12-05
35,Beijing,0,13,2019-12-06
36,Beijing,0,13,2019-12-07
37,Beijing,0,13,2019-12-08
38,Beijing,0,13,2019-12-09
39,Beijing,0,13,2019-12-10
40,Beijing,0,13,2019-12-11
41,Beijing,0,13,2019-12-12
42,Beijing,0,13,2019-12-13
43,Beijing,0,13,2019-12-14
44,Beijing,0,13,2019-12-15
45,Beijing,0,13,2019-12-16
46,Beijing,0,13,2019-12-17
47,Beijing,0,13,2019-12-18
48,Beijing,0,13,2019-12-19
49,Beijing,0,13,2019-12-20
50,Beijing,0,13,2019-12-21
51,Beijing,0,13,2019-12-22
52,Beijing,0,13,2019-12-23
53,Beijing,0,13,2019-12-24
54,Beijing,0,13,2019-12-25
55,Beijing,0,13,2019-12-26
56,Beijing,0,13,2019-12-27
57,Beijing,0,13,2019-12-28
58,Beijing,0,13,2019-12-29
59,Beijing,0,13,2019-12-30
60,Beijing,0,13,2019-12-31
61,Beijing,0,13,2020-01-01
62,Beijing,0,13,2020-01-02
63,Beijing,0,13,2020-01-03
64,Beijing,0,13,2020-01-04
65,Beijing,0,13,2020-01-05
66,Beijing,0,13,2020-01-06
67,Beijing,0,13,2020-01-07
68,Beijing,0,13,2020-01-08
69,Beijing,0,13,2020-01-09
70,Beijing,0,13,2020-01-10
71,Beijing,0,13,2020-01-11
72,Beijing,0,13,2020-01-12
73,Beijing,0,13,2020-01-13
74,Beijing,0,13,2020-01-14
75,Beijing,0,13,2020-01-15
76,Beijing,0,13,2020-01-16
77,Beijing,0,13,2020-01-17
78,Beijing,0,13,2020-01-18
79,Beijing,0,13,2020-01-19
80,Beijing,3,13,2020-01-20
81,Beijing,5,13,2020-01-21
82,Beijing,4,13,2020-01-22
83,Beijing,12,13,2020-01-23
84,Beijing,10,13,2020-01-24
85,Beijing,15,13,2020-01-25
86,Beijing,16,13,2020-01-26
87,Beijing,13,13,2020-01-27
88,Beijing,16,13,2020-01-28
89,Beijing,16,13,2020-01-29
90,Beijing,20,13,2020-01-30
91,Beijing,24,13,2020-01-31
92,Beijing,27,13,2020-02-01
93,Beijing,32,13,2020-02-02
94,Beijing,16,13,2020-02-03
95,Beijing,25,13,2020-02-04
96,Beijing,21,13,2020-02-05
97,Beijing,21,13,2020-02-06
98,Beijing,18,13,2020-02-07
99,Beijing,11,13,2020-02-08
100,Beijing,11,13,2020-02-09
101,Beijing,5,13,2020-02-10
102,Beijing,10,13,2020-02-11
103,Beijing,14,13,2020-02-12
104,Beijing,6,13,2020-02-13
105,Beijing,3,13,2020-02-14
106,Beijing,5,13,2020-02-15
107,Beijing,1,13,2020-02-16
108,Beijing,6,13,2020-02-17
109,Beijing,6,13,2020-02-18
110,Beijing,2,13,2020-02-19
111,Beijing,1,13,2020-02-20
112,Beijing,3,13,2020-02-21
113,Beijing,0,13,2020-02-22
114,Beijing,0,13,2020-02-23
115,Beijing,1,13,2020-02-24
116,Beijing,0,13,2020-02-25
117,Beijing,10,13,2020-02-26
118,Beijing,0,13,2020-02-27
119,Beijing,1,13,2020-02-28
120,Beijing,2,13,2020-02-29
121,Beijing,1,13,2020-03-01
122,Beijing,0,13,2020-03-02
123,Beijing,3,13,2020-03-03
0,Shanghai,0,14,2019-11-01
1,Shanghai,0,14,2019-11-02
2,Shanghai,0,14,2019-11-03
3,Shanghai,0,14,2019-11-04
4,Shanghai,0,14,2019-11-05
5,Shanghai,0,14,2019-11-06
6,Shanghai,0,14,2019-11-07
7,Shanghai,0,14,2019-11-08
8,Shanghai,0,14,2019-11-09
9,Shanghai,0,14,2019-11-10
10,Shanghai,0,14,2019-11-11
11,Shanghai,0,14,2019-11-12
12,Shanghai,0,14,2019-11-13
13,Shanghai,0,14,2019-11-14
14,Shanghai,0,14,2019-11-15
15,Shanghai,0,14,2019-11-16
16,Shanghai,0,14,2019-11-17
17,Shanghai,0,14,2019-11-18
18,Shanghai,0,14,2019-11-19
19,Shanghai,0,14,2019-11-20
20,Shanghai,0,14,2019-11-21
21,Shanghai,0,14,2019-11-22
22,Shanghai,0,14,2019-11-23
23,Shanghai,0,14,2019-11-24
24,Shanghai,0,14,2019-11-25
25,Shanghai,0,14,2019-11-26
26,Shanghai,0,14,2019-11-27
27,Shanghai,0,14,2019-11-28
28,Shanghai,0,14,2019-11-29
29,Shanghai,0,14,2019-11-30
30,Shanghai,0,14,2019-12-01
31,Shanghai,0,14,2019-12-02
32,Shanghai,0,14,2019-12-03
33,Shanghai,0,14,2019-12-04
34,Shanghai,0,14,2019-12-05
35,Shanghai,0,14,2019-12-06
36,Shanghai,0,14,2019-12-07
37,Shanghai,0,14,2019-12-08
38,Shanghai,0,14,2019-12-09
39,Shanghai,0,14,2019-12-10
40,Shanghai,0,14,2019-12-11
41,Shanghai,0,14,2019-12-12
42,Shanghai,0,14,2019-12-13
43,Shanghai,0,14,2019-12-14
44,Shanghai,0,14,2019-12-15
45,Shanghai,0,14,2019-12-16
46,Shanghai,0,14,2019-12-17
47,Shanghai,0,14,2019-12-18
48,Shanghai,0,14,2019-12-19
49,Shanghai,0,14,2019-12-20
50,Shanghai,0,14,2019-12-21
51,Shanghai,0,14,2019-12-22
52,Shanghai,0,14,2019-12-23
53,Shanghai,0,14,2019-12-24
54,Shanghai,0,14,2019-12-25
55,Shanghai,0,14,2019-12-26
56,Shanghai,0,14,2019-12-27
57,Shanghai,0,14,2019-12-28
58,Shanghai,0,14,2019-12-29
59,Shanghai,0,14,2019-12-30
60,Shanghai,0,14,2019-12-31
61,Shanghai,0,14,2020-01-01
62,Shanghai,0,14,2020-01-02
63,Shanghai,0,14,2020-01-03
64,Shanghai,0,14,2020-01-04
65,Shanghai,0,14,2020-01-05
66,Shanghai,0,14,2020-01-06
67,Shanghai,0,14,2020-01-07
68,Shanghai,0,14,2020-01-08
69,Shanghai,0,14,2020-01-09
70,Shanghai,0,14,2020-01-10
71,Shanghai,0,14,2020-01-11
72,Shanghai,0,14,2020-01-12
73,Shanghai,0,14,2020-01-13
74,Shanghai,0,14,2020-01-14
75,Shanghai,0,14,2020-01-15
76,Shanghai,0,14,2020-01-16
77,Shanghai,0,14,2020-01-17
78,Shanghai,0,14,2020-01-18
79,Shanghai,0,14,2020-01-19
80,Shanghai,2,14,2020-01-20
81,Shanghai,7,14,2020-01-21
82,Shanghai,7,14,2020-01-22
83,Shanghai,4,14,2020-01-23
84,Shanghai,13,14,2020-01-24
85,Shanghai,7,14,2020-01-25
86,Shanghai,13,14,2020-01-26
87,Shanghai,13,14,2020-01-27
88,Shanghai,14,14,2020-01-28
89,Shanghai,21,14,2020-01-29
90,Shanghai,27,14,2020-01-30
91,Shanghai,25,14,2020-01-31
92,Shanghai,24,14,2020-02-01
93,Shanghai,16,14,2020-02-02
94,Shanghai,15,14,2020-02-03
95,Shanghai,25,14,2020-02-04
96,Shanghai,21,14,2020-02-05
97,Shanghai,21,14,2020-02-06
98,Shanghai,12,14,2020-02-07
99,Shanghai,11,14,2020-02-08
100,Shanghai,3,14,2020-02-09
101,Shanghai,7,14,2020-02-10
102,Shanghai,4,14,2020-02-11
103,Shanghai,7,14,2020-02-12
104,Shanghai,5,14,2020-02-13
105,Shanghai,8,14,2020-02-14
106,Shanghai,2,14,2020-02-15
107,Shanghai,3,14,2020-02-16
108,Shanghai,2,14,2020-02-17
109,Shanghai,0,14,2020-02-18
110,Shanghai,0,14,2020-02-19
111,Shanghai,1,14,2020-02-20
112,Shanghai,0,14,2020-02-21
113,Shanghai,1,14,2020-02-22
114,Shanghai,0,14,2020-02-23
115,Shanghai,0,14,2020-02-24
116,Shanghai,1,14,2020-02-25
117,Shanghai,1,14,2020-02-26
118,Shanghai,0,14,2020-02-27
119,Shanghai,0,14,2020-02-28
120,Shanghai,0,14,2020-02-29
121,Shanghai,0,14,2020-03-01
122,Shanghai,1,14,2020-03-02
123,Shanghai,0,14,2020-03-03
0,Hebei,0,15,2019-11-01
1,Hebei,0,15,2019-11-02
2,Hebei,0,15,2019-11-03
3,Hebei,0,15,2019-11-04
4,Hebei,0,15,2019-11-05
5,Hebei,0,15,2019-11-06
6,Hebei,0,15,2019-11-07
7,Hebei,0,15,2019-11-08
8,Hebei,0,15,2019-11-09
9,Hebei,0,15,2019-11-10
10,Hebei,0,15,2019-11-11
11,Hebei,0,15,2019-11-12
12,Hebei,0,15,2019-11-13
13,Hebei,0,15,2019-11-14
14,Hebei,0,15,2019-11-15
15,Hebei,0,15,2019-11-16
16,Hebei,0,15,2019-11-17
17,Hebei,0,15,2019-11-18
18,Hebei,0,15,2019-11-19
19,Hebei,0,15,2019-11-20
20,Hebei,0,15,2019-11-21
21,Hebei,0,15,2019-11-22
22,Hebei,0,15,2019-11-23
23,Hebei,0,15,2019-11-24
24,Hebei,0,15,2019-11-25
25,Hebei,0,15,2019-11-26
26,Hebei,0,15,2019-11-27
27,Hebei,0,15,2019-11-28
28,Hebei,0,15,2019-11-29
29,Hebei,0,15,2019-11-30
30,Hebei,0,15,2019-12-01
31,Hebei,0,15,2019-12-02
32,Hebei,0,15,2019-12-03
33,Hebei,0,15,2019-12-04
34,Hebei,0,15,2019-12-05
35,Hebei,0,15,2019-12-06
36,Hebei,0,15,2019-12-07
37,Hebei,0,15,2019-12-08
38,Hebei,0,15,2019-12-09
39,Hebei,0,15,2019-12-10
40,Hebei,0,15,2019-12-11
41,Hebei,0,15,2019-12-12
42,Hebei,0,15,2019-12-13
43,Hebei,0,15,2019-12-14
44,Hebei,0,15,2019-12-15
45,Hebei,0,15,2019-12-16
46,Hebei,0,15,2019-12-17
47,Hebei,0,15,2019-12-18
48,Hebei,0,15,2019-12-19
49,Hebei,0,15,2019-12-20
50,Hebei,0,15,2019-12-21
51,Hebei,0,15,2019-12-22
52,Hebei,0,15,2019-12-23
53,Hebei,0,15,2019-12-24
54,Hebei,0,15,2019-12-25
55,Hebei,0,15,2019-12-26
56,Hebei,0,15,2019-12-27
57,Hebei,0,15,2019-12-28
58,Hebei,0,15,2019-12-29
59,Hebei,0,15,2019-12-30
60,Hebei,0,15,2019-12-31
61,Hebei,0,15,2020-01-01
62,Hebei,0,15,2020-01-02
63,Hebei,0,15,2020-01-03
64,Hebei,0,15,2020-01-04
65,Hebei,0,15,2020-01-05
66,Hebei,0,15,2020-01-06
67,Hebei,0,15,2020-01-07
68,Hebei,0,15,2020-01-08
69,Hebei,0,15,2020-01-09
70,Hebei,0,15,2020-01-10
71,Hebei,0,15,2020-01-11
72,Hebei,0,15,2020-01-12
73,Hebei,0,15,2020-01-13
74,Hebei,0,15,2020-01-14
75,Hebei,0,15,2020-01-15
76,Hebei,0,15,2020-01-16
77,Hebei,0,15,2020-01-17
78,Hebei,0,15,2020-01-18
79,Hebei,0,15,2020-01-19
80,Hebei,0,15,2020-01-20
81,Hebei,0,15,2020-01-21
82,Hebei,1,15,2020-01-22
83,Hebei,1,15,2020-01-23
84,Hebei,6,15,2020-01-24
85,Hebei,5,15,2020-01-25
86,Hebei,5,15,2020-01-26
87,Hebei,15,15,2020-01-27
88,Hebei,15,15,2020-01-28
89,Hebei,17,15,2020-01-29
90,Hebei,17,15,2020-01-30
91,Hebei,14,15,2020-01-31
92,Hebei,8,15,2020-02-01
93,Hebei,9,15,2020-02-02
94,Hebei,13,15,2020-02-03
95,Hebei,9,15,2020-02-04
96,Hebei,22,15,2020-02-05
97,Hebei,22,15,2020-02-06
98,Hebei,24,15,2020-02-07
99,Hebei,11,15,2020-02-08
100,Hebei,12,15,2020-02-09
101,Hebei,21,15,2020-02-10
102,Hebei,12,15,2020-02-11
103,Hebei,14,15,2020-02-12
104,Hebei,18,15,2020-02-13
105,Hebei,8,15,2020-02-14
106,Hebei,9,15,2020-02-15
107,Hebei,1,15,2020-02-16
108,Hebei,1,15,2020-02-17
109,Hebei,4,15,2020-02-18
110,Hebei,1,15,2020-02-19
111,Hebei,1,15,2020-02-20
112,Hebei,1,15,2020-02-21
113,Hebei,2,15,2020-02-22
114,Hebei,0,15,2020-02-23
115,Hebei,0,15,2020-02-24
116,Hebei,1,15,2020-02-25
117,Hebei,5,15,2020-02-26
118,Hebei,1,15,2020-02-27
119,Hebei,0,15,2020-02-28
120,Hebei,0,15,2020-02-29
121,Hebei,0,15,2020-03-01
122,Hebei,0,15,2020-03-02
123,Hebei,0,15,2020-03-03
0,Fujian,0,16,2019-11-01
1,Fujian,0,16,2019-11-02
2,Fujian,0,16,2019-11-03
3,Fujian,0,16,2019-11-04
4,Fujian,0,16,2019-11-05
5,Fujian,0,16,2019-11-06
6,Fujian,0,16,2019-11-07
7,Fujian,0,16,2019-11-08
8,Fujian,0,16,2019-11-09
9,Fujian,0,16,2019-11-10
10,Fujian,0,16,2019-11-11
11,Fujian,0,16,2019-11-12
12,Fujian,0,16,2019-11-13
13,Fujian,0,16,2019-11-14
14,Fujian,0,16,2019-11-15
15,Fujian,0,16,2019-11-16
16,Fujian,0,16,2019-11-17
17,Fujian,0,16,2019-11-18
18,Fujian,0,16,2019-11-19
19,Fujian,0,16,2019-11-20
20,Fujian,0,16,2019-11-21
21,Fujian,0,16,2019-11-22
22,Fujian,0,16,2019-11-23
23,Fujian,0,16,2019-11-24
24,Fujian,0,16,2019-11-25
25,Fujian,0,16,2019-11-26
26,Fujian,0,16,2019-11-27
27,Fujian,0,16,2019-11-28
28,Fujian,0,16,2019-11-29
29,Fujian,0,16,2019-11-30
30,Fujian,0,16,2019-12-01
31,Fujian,0,16,2019-12-02
32,Fujian,0,16,2019-12-03
33,Fujian,0,16,2019-12-04
34,Fujian,0,16,2019-12-05
35,Fujian,0,16,2019-12-06
36,Fujian,0,16,2019-12-07
37,Fujian,0,16,2019-12-08
38,Fujian,0,16,2019-12-09
39,Fujian,0,16,2019-12-10
40,Fujian,0,16,2019-12-11
41,Fujian,0,16,2019-12-12
42,Fujian,0,16,2019-12-13
43,Fujian,0,16,2019-12-14
44,Fujian,0,16,2019-12-15
45,Fujian,0,16,2019-12-16
46,Fujian,0,16,2019-12-17
47,Fujian,0,16,2019-12-18
48,Fujian,0,16,2019-12-19
49,Fujian,0,16,2019-12-20
50,Fujian,0,16,2019-12-21
51,Fujian,0,16,2019-12-22
52,Fujian,0,16,2019-12-23
53,Fujian,0,16,2019-12-24
54,Fujian,0,16,2019-12-25
55,Fujian,0,16,2019-12-26
56,Fujian,0,16,2019-12-27
57,Fujian,0,16,2019-12-28
58,Fujian,0,16,2019-12-29
59,Fujian,0,16,2019-12-30
60,Fujian,0,16,2019-12-31
61,Fujian,0,16,2020-01-01
62,Fujian,0,16,2020-01-02
63,Fujian,0,16,2020-01-03
64,Fujian,0,16,2020-01-04
65,Fujian,0,16,2020-01-05
66,Fujian,0,16,2020-01-06
67,Fujian,0,16,2020-01-07
68,Fujian,0,16,2020-01-08
69,Fujian,0,16,2020-01-09
70,Fujian,0,16,2020-01-10
71,Fujian,0,16,2020-01-11
72,Fujian,0,16,2020-01-12
73,Fujian,0,16,2020-01-13
74,Fujian,0,16,2020-01-14
75,Fujian,0,16,2020-01-15
76,Fujian,0,16,2020-01-16
77,Fujian,0,16,2020-01-17
78,Fujian,0,16,2020-01-18
79,Fujian,0,16,2020-01-19
80,Fujian,0,16,2020-01-20
81,Fujian,0,16,2020-01-21
82,Fujian,1,16,2020-01-22
83,Fujian,4,16,2020-01-23
84,Fujian,5,16,2020-01-24
85,Fujian,8,16,2020-01-25
86,Fujian,17,16,2020-01-26
87,Fujian,24,16,2020-01-27
88,Fujian,23,16,2020-01-28
89,Fujian,19,16,2020-01-29
90,Fujian,19,16,2020-01-30
91,Fujian,24,16,2020-01-31
92,Fujian,15,16,2020-02-01
93,Fujian,20,16,2020-02-02
94,Fujian,15,16,2020-02-03
95,Fujian,11,16,2020-02-04
96,Fujian,10,16,2020-02-05
97,Fujian,10,16,2020-02-06
98,Fujian,15,16,2020-02-07
99,Fujian,11,16,2020-02-08
100,Fujian,11,16,2020-02-09
101,Fujian,6,16,2020-02-10
102,Fujian,5,16,2020-02-11
103,Fujian,7,16,2020-02-12
104,Fujian,2,16,2020-02-13
105,Fujian,4,16,2020-02-14
106,Fujian,2,16,2020-02-15
107,Fujian,3,16,2020-02-16
108,Fujian,2,16,2020-02-17
109,Fujian,1,16,2020-02-18
110,Fujian,0,16,2020-02-19
111,Fujian,0,16,2020-02-20
112,Fujian,0,16,2020-02-21
113,Fujian,0,16,2020-02-22
114,Fujian,0,16,2020-02-23
115,Fujian,1,16,2020-02-24
116,Fujian,0,16,2020-02-25
117,Fujian,2,16,2020-02-26
118,Fujian,0,16,2020-02-27
119,Fujian,0,16,2020-02-28
120,Fujian,0,16,2020-02-29
121,Fujian,0,16,2020-03-01
122,Fujian,0,16,2020-03-02
123,Fujian,0,16,2020-03-03
0,Guangxi,0,17,2019-11-01
1,Guangxi,0,17,2019-11-02
2,Guangxi,0,17,2019-11-03
3,Guangxi,0,17,2019-11-04
4,Guangxi,0,17,2019-11-05
5,Guangxi,0,17,2019-11-06
6,Guangxi,0,17,2019-11-07
7,Guangxi,0,17,2019-11-08
8,Guangxi,0,17,2019-11-09
9,Guangxi,0,17,2019-11-10
10,Guangxi,0,17,2019-11-11
11,Guangxi,0,17,2019-11-12
12,Guangxi,0,17,2019-11-13
13,Guangxi,0,17,2019-11-14
14,Guangxi,0,17,2019-11-15
15,Guangxi,0,17,2019-11-16
16,Guangxi,0,17,2019-11-17
17,Guangxi,0,17,2019-11-18
18,Guangxi,0,17,2019-11-19
19,Guangxi,0,17,2019-11-20
20,Guangxi,0,17,2019-11-21
21,Guangxi,0,17,2019-11-22
22,Guangxi,0,17,2019-11-23
23,Guangxi,0,17,2019-11-24
24,Guangxi,0,17,2019-11-25
25,Guangxi,0,17,2019-11-26
26,Guangxi,0,17,2019-11-27
27,Guangxi,0,17,2019-11-28
28,Guangxi,0,17,2019-11-29
29,Guangxi,0,17,2019-11-30
30,Guangxi,0,17,2019-12-01
31,Guangxi,0,17,2019-12-02
32,Guangxi,0,17,2019-12-03
33,Guangxi,0,17,2019-12-04
34,Guangxi,0,17,2019-12-05
35,Guangxi,0,17,2019-12-06
36,Guangxi,0,17,2019-12-07
37,Guangxi,0,17,2019-12-08
38,Guangxi,0,17,2019-12-09
39,Guangxi,0,17,2019-12-10
40,Guangxi,0,17,2019-12-11
41,Guangxi,0,17,2019-12-12
42,Guangxi,0,17,2019-12-13
43,Guangxi,0,17,2019-12-14
44,Guangxi,0,17,2019-12-15
45,Guangxi,0,17,2019-12-16
46,Guangxi,0,17,2019-12-17
47,Guangxi,0,17,2019-12-18
48,Guangxi,0,17,2019-12-19
49,Guangxi,0,17,2019-12-20
50,Guangxi,0,17,2019-12-21
51,Guangxi,0,17,2019-12-22
52,Guangxi,0,17,2019-12-23
53,Guangxi,0,17,2019-12-24
54,Guangxi,0,17,2019-12-25
55,Guangxi,0,17,2019-12-26
56,Guangxi,0,17,2019-12-27
57,Guangxi,0,17,2019-12-28
58,Guangxi,0,17,2019-12-29
59,Guangxi,0,17,2019-12-30
60,Guangxi,0,17,2019-12-31
61,Guangxi,0,17,2020-01-01
62,Guangxi,0,17,2020-01-02
63,Guangxi,0,17,2020-01-03
64,Guangxi,0,17,2020-01-04
65,Guangxi,0,17,2020-01-05
66,Guangxi,0,17,2020-01-06
67,Guangxi,0,17,2020-01-07
68,Guangxi,0,17,2020-01-08
69,Guangxi,0,17,2020-01-09
70,Guangxi,0,17,2020-01-10
71,Guangxi,0,17,2020-01-11
72,Guangxi,0,17,2020-01-12
73,Guangxi,0,17,2020-01-13
74,Guangxi,0,17,2020-01-14
75,Guangxi,0,17,2020-01-15
76,Guangxi,0,17,2020-01-16
77,Guangxi,0,17,2020-01-17
78,Guangxi,0,17,2020-01-18
79,Guangxi,0,17,2020-01-19
80,Guangxi,0,17,2020-01-20
81,Guangxi,0,17,2020-01-21
82,Guangxi,5,17,2020-01-22
83,Guangxi,8,17,2020-01-23
84,Guangxi,10,17,2020-01-24
85,Guangxi,10,17,2020-01-25
86,Guangxi,13,17,2020-01-26
87,Guangxi,5,17,2020-01-27
88,Guangxi,7,17,2020-01-28
89,Guangxi,20,17,2020-01-29
90,Guangxi,9,17,2020-01-30
91,Guangxi,13,17,2020-01-31
92,Guangxi,11,17,2020-02-01
93,Guangxi,16,17,2020-02-02
94,Guangxi,12,17,2020-02-03
95,Guangxi,11,17,2020-02-04
96,Guangxi,18,17,2020-02-05
97,Guangxi,18,17,2020-02-06
98,Guangxi,11,17,2020-02-07
99,Guangxi,12,17,2020-02-08
100,Guangxi,15,17,2020-02-09
101,Guangxi,5,17,2020-02-10
102,Guangxi,7,17,2020-02-11
103,Guangxi,0,17,2020-02-12
104,Guangxi,4,17,2020-02-13
105,Guangxi,9,17,2020-02-14
106,Guangxi,2,17,2020-02-15
107,Guangxi,1,17,2020-02-16
108,Guangxi,4,17,2020-02-17
109,Guangxi,2,17,2020-02-18
110,Guangxi,1,17,2020-02-19
111,Guangxi,1,17,2020-02-20
112,Guangxi,3,17,2020-02-21
113,Guangxi,0,17,2020-02-22
114,Guangxi,2,17,2020-02-23
115,Guangxi,1,17,2020-02-24
116,Guangxi,0,17,2020-02-25
117,Guangxi,0,17,2020-02-26
118,Guangxi,0,17,2020-02-27
119,Guangxi,0,17,2020-02-28
120,Guangxi,0,17,2020-02-29
121,Guangxi,0,17,2020-03-01
122,Guangxi,0,17,2020-03-02
123,Guangxi,0,17,2020-03-03
0,Shaanxi,0,18,2019-11-01
1,Shaanxi,0,18,2019-11-02
2,Shaanxi,0,18,2019-11-03
3,Shaanxi,0,18,2019-11-04
4,Shaanxi,0,18,2019-11-05
5,Shaanxi,0,18,2019-11-06
6,Shaanxi,0,18,2019-11-07
7,Shaanxi,0,18,2019-11-08
8,Shaanxi,0,18,2019-11-09
9,Shaanxi,0,18,2019-11-10
10,Shaanxi,0,18,2019-11-11
11,Shaanxi,0,18,2019-11-12
12,Shaanxi,0,18,2019-11-13
13,Shaanxi,0,18,2019-11-14
14,Shaanxi,0,18,2019-11-15
15,Shaanxi,0,18,2019-11-16
16,Shaanxi,0,18,2019-11-17
17,Shaanxi,0,18,2019-11-18
18,Shaanxi,0,18,2019-11-19
19,Shaanxi,0,18,2019-11-20
20,Shaanxi,0,18,2019-11-21
21,Shaanxi,0,18,2019-11-22
22,Shaanxi,0,18,2019-11-23
23,Shaanxi,0,18,2019-11-24
24,Shaanxi,0,18,2019-11-25
25,Shaanxi,0,18,2019-11-26
26,Shaanxi,0,18,2019-11-27
27,Shaanxi,0,18,2019-11-28
28,Shaanxi,0,18,2019-11-29
29,Shaanxi,0,18,2019-11-30
30,Shaanxi,0,18,2019-12-01
31,Shaanxi,0,18,2019-12-02
32,Shaanxi,0,18,2019-12-03
33,Shaanxi,0,18,2019-12-04
34,Shaanxi,0,18,2019-12-05
35,Shaanxi,0,18,2019-12-06
36,Shaanxi,0,18,2019-12-07
37,Shaanxi,0,18,2019-12-08
38,Shaanxi,0,18,2019-12-09
39,Shaanxi,0,18,2019-12-10
40,Shaanxi,0,18,2019-12-11
41,Shaanxi,0,18,2019-12-12
42,Shaanxi,0,18,2019-12-13
43,Shaanxi,0,18,2019-12-14
44,Shaanxi,0,18,2019-12-15
45,Shaanxi,0,18,2019-12-16
46,Shaanxi,0,18,2019-12-17
47,Shaanxi,0,18,2019-12-18
48,Shaanxi,0,18,2019-12-19
49,Shaanxi,0,18,2019-12-20
50,Shaanxi,0,18,2019-12-21
51,Shaanxi,0,18,2019-12-22
52,Shaanxi,0,18,2019-12-23
53,Shaanxi,0,18,2019-12-24
54,Shaanxi,0,18,2019-12-25
55,Shaanxi,0,18,2019-12-26
56,Shaanxi,0,18,2019-12-27
57,Shaanxi,0,18,2019-12-28
58,Shaanxi,0,18,2019-12-29
59,Shaanxi,0,18,2019-12-30
60,Shaanxi,0,18,2019-12-31
61,Shaanxi,0,18,2020-01-01
62,Shaanxi,0,18,2020-01-02
63,Shaanxi,0,18,2020-01-03
64,Shaanxi,0,18,2020-01-04
65,Shaanxi,0,18,2020-01-05
66,Shaanxi,0,18,2020-01-06
67,Shaanxi,0,18,2020-01-07
68,Shaanxi,0,18,2020-01-08
69,Shaanxi,0,18,2020-01-09
70,Shaanxi,0,18,2020-01-10
71,Shaanxi,0,18,2020-01-11
72,Shaanxi,0,18,2020-01-12
73,Shaanxi,0,18,2020-01-13
74,Shaanxi,0,18,2020-01-14
75,Shaanxi,0,18,2020-01-15
76,Shaanxi,0,18,2020-01-16
77,Shaanxi,0,18,2020-01-17
78,Shaanxi,0,18,2020-01-18
79,Shaanxi,0,18,2020-01-19
80,Shaanxi,0,18,2020-01-20
81,Shaanxi,0,18,2020-01-21
82,Shaanxi,0,18,2020-01-22
83,Shaanxi,3,18,2020-01-23
84,Shaanxi,2,18,2020-01-24
85,Shaanxi,10,18,2020-01-25
86,Shaanxi,7,18,2020-01-26
87,Shaanxi,13,18,2020-01-27
88,Shaanxi,11,18,2020-01-28
89,Shaanxi,17,18,2020-01-29
90,Shaanxi,24,18,2020-01-30
91,Shaanxi,15,18,2020-01-31
92,Shaanxi,15,18,2020-02-01
93,Shaanxi,12,18,2020-02-02
94,Shaanxi,14,18,2020-02-03
95,Shaanxi,23,18,2020-02-04
96,Shaanxi,8,18,2020-02-05
97,Shaanxi,8,18,2020-02-06
98,Shaanxi,11,18,2020-02-07
99,Shaanxi,13,18,2020-02-08
100,Shaanxi,5,18,2020-02-09
101,Shaanxi,6,18,2020-02-10
102,Shaanxi,6,18,2020-02-11
103,Shaanxi,4,18,2020-02-12
104,Shaanxi,1,18,2020-02-13
105,Shaanxi,2,18,2020-02-14
106,Shaanxi,4,18,2020-02-15
107,Shaanxi,4,18,2020-02-16
108,Shaanxi,0,18,2020-02-17
109,Shaanxi,2,18,2020-02-18
110,Shaanxi,3,18,2020-02-19
111,Shaanxi,0,18,2020-02-20
112,Shaanxi,0,18,2020-02-21
113,Shaanxi,0,18,2020-02-22
114,Shaanxi,0,18,2020-02-23
115,Shaanxi,0,18,2020-02-24
116,Shaanxi,0,18,2020-02-25
