date,origin_city,destination_country,daily_volume
12/1/19,Beijing,Algeria,42.4116041
12/1/19,Beijing,Angola,8.590328748
12/1/19,Beijing,Argentina,33.31987615
12/1/19,Beijing,Australia,855.7150464
12/1/19,Beijing,Brazil,72.13785112
12/1/19,Beijing,Cambodia,268.2529327
12/1/19,Beijing,Canada,714.3743734
12/1/19,Beijing,Chile,16.26708889
12/1/19,Beijing,Congo (Kinshasa),8.54334471
12/1/19,Beijing,Cote D'Ivoire,13.12013652
12/1/19,Beijing,Egypt,128.7943117
12/1/19,Beijing,Equatorial Guinea,3.017292378
12/1/19,Beijing,Ethiopia,48.48009101
12/1/19,Beijing,Gabon,4.508987486
12/1/19,Beijing,Germany,548.5266599
12/1/19,Beijing,Ghana,19.90056883
12/1/19,Beijing,Guinea,33.7665529
12/1/19,Beijing,Hong Kong (SAR),1717.775513
12/1/19,Beijing,Indonesia,653.8358514
12/1/19,Beijing,Japan,3545.600807
12/1/19,Beijing,Kenya,32.13924915
12/1/19,Beijing,Korea (South),2124.473005
12/1/19,Beijing,Macao (SAR),575.8442701
12/1/19,Beijing,Madagascar,1.220477816
12/1/19,Beijing,Malaysia,744.779874
12/1/19,Beijing,Mauritania,9.86552901
12/1/19,Beijing,Mauritius,15.39158134
12/1/19,Beijing,Morocco,37.97042093
12/1/19,Beijing,Mozambique,10.88259386
12/1/19,Beijing,Netherlands,103.0256688
12/1/19,Beijing,New Zealand,288.9937675
12/1/19,Beijing,Nigeria,44.68304892
12/1/19,Beijing,Philippines,424.7952688
12/1/19,Beijing,Russia,817.0117448
12/1/19,Beijing,Senegal,12.40819113
12/1/19,Beijing,Seychelles,1.491695108
12/1/19,Beijing,Singapore,1153.581113
12/1/19,Beijing,South Africa,70.6182025
12/1/19,Beijing,Spain,177.0037648
12/1/19,Beijing,Sudan,10.30625711
12/1/19,Beijing,Sweden,65.70470661
12/1/19,Beijing,Taiwan,708.8263936
12/1/19,Beijing,Tanzania,16.88327645
12/1/19,Beijing,Thailand,2598.366853
12/1/19,Beijing,Tunisia,16.44254835
12/1/19,Beijing,Uganda,15.8662116
12/1/19,Beijing,United Arab Emirates,762.5476068
12/1/19,Beijing,United Kingdom,779.4094273
12/1/19,Beijing,United States,2400.418071
12/1/19,Beijing,Viet Nam,519.1701934
12/1/19,Beijing,Zambia,27.86757679
12/1/19,Beijing,Zimbabwe,8.373833902
12/1/19,Changsha,Algeria,0.075
12/1/19,Changsha,Argentina,0.025
12/1/19,Changsha,Australia,67.55
12/1/19,Changsha,Brazil,0.275
12/1/19,Changsha,Cambodia,127.775
12/1/19,Changsha,Canada,15.1
12/1/19,Changsha,Chile,0.025
12/1/19,Changsha,Congo (Kinshasa),0.1
12/1/19,Changsha,Cote D'Ivoire,0.05
12/1/19,Changsha,Egypt,1.45
12/1/19,Changsha,Ethiopia,0.175
12/1/19,Changsha,Germany,14.875
12/1/19,Changsha,Ghana,0.05
12/1/19,Changsha,Hong Kong (SAR),27.25
12/1/19,Changsha,Indonesia,173.95
12/1/19,Changsha,Japan,233.15
12/1/19,Changsha,Kenya,6.375
12/1/19,Changsha,Korea (South),315.3
12/1/19,Changsha,Macao (SAR),70.475
12/1/19,Changsha,Malaysia,201.15
12/1/19,Changsha,Mauritius,0.15
12/1/19,Changsha,Mozambique,0.15
12/1/19,Changsha,Netherlands,1.575
12/1/19,Changsha,New Zealand,10
12/1/19,Changsha,Nigeria,0.05
12/1/19,Changsha,Philippines,61.05
12/1/19,Changsha,Russia,8.125
12/1/19,Changsha,Singapore,165.45
12/1/19,Changsha,South Africa,3.9
12/1/19,Changsha,Spain,2.75
12/1/19,Changsha,Sweden,0.675
12/1/19,Changsha,Taiwan,198.95
12/1/19,Changsha,Tanzania,0.15
12/1/19,Changsha,Thailand,794.85
12/1/19,Changsha,Tunisia,0.05
12/1/19,Changsha,Uganda,0.325
12/1/19,Changsha,United Arab Emirates,13.55
12/1/19,Changsha,United Kingdom,33.225
12/1/19,Changsha,United States,62.825
12/1/19,Changsha,Viet Nam,148.4
12/1/19,Changsha,Zambia,0.025
12/1/19,Changsha,Zimbabwe,0.15
12/1/19,Chengdu,Algeria,0.588235294
12/1/19,Chengdu,Angola,1.970588235
12/1/19,Chengdu,Argentina,0.882352941
12/1/19,Chengdu,Australia,168.9411765
12/1/19,Chengdu,Brazil,2.970588235
12/1/19,Chengdu,Cambodia,228.9705882
12/1/19,Chengdu,Canada,70.61764706
12/1/19,Chengdu,Chile,0.411764706
12/1/19,Chengdu,Congo (Kinshasa),7.823529412
12/1/19,Chengdu,Cote D'Ivoire,1.941176471
12/1/19,Chengdu,Egypt,52.76470588
12/1/19,Chengdu,Equatorial Guinea,1
12/1/19,Chengdu,Ethiopia,37.64705882
12/1/19,Chengdu,Gabon,1.588235294
12/1/19,Chengdu,Germany,48.41176471
12/1/19,Chengdu,Ghana,2.176470588
12/1/19,Chengdu,Guinea,3.411764706
12/1/19,Chengdu,Hong Kong (SAR),473.9705882
12/1/19,Chengdu,Indonesia,143.1176471
12/1/19,Chengdu,Japan,560.3823529
12/1/19,Chengdu,Kenya,6.441176471
12/1/19,Chengdu,Korea (South),311.0882353
12/1/19,Chengdu,Macao (SAR),122.2352941
12/1/19,Chengdu,Madagascar,0.441176471
12/1/19,Chengdu,Malaysia,313.7058824
12/1/19,Chengdu,Mauritius,0.882352941
12/1/19,Chengdu,Morocco,9.852941176
12/1/19,Chengdu,Mozambique,2.294117647
12/1/19,Chengdu,Netherlands,9.705882353
12/1/19,Chengdu,New Zealand,44.44117647
12/1/19,Chengdu,Nigeria,4.411764706
12/1/19,Chengdu,Philippines,202.8235294
12/1/19,Chengdu,Russia,58.17647059
12/1/19,Chengdu,Senegal,1.617647059
12/1/19,Chengdu,Singapore,340.4705882
12/1/19,Chengdu,South Africa,11.32352941
12/1/19,Chengdu,Spain,18.38235294
12/1/19,Chengdu,Sudan,1
12/1/19,Chengdu,Sweden,5.764705882
12/1/19,Chengdu,Taiwan,304.8235294
12/1/19,Chengdu,Tanzania,2.588235294
12/1/19,Chengdu,Thailand,1732.323529
12/1/19,Chengdu,Tunisia,1.088235294
12/1/19,Chengdu,Uganda,1.882352941
12/1/19,Chengdu,United Arab Emirates,127.1764706
12/1/19,Chengdu,United Kingdom,90.17647059
12/1/19,Chengdu,United States,251.8235294
12/1/19,Chengdu,Viet Nam,395.5
12/1/19,Chengdu,Zambia,6.382352941
12/1/19,Chengdu,Zimbabwe,1.617647059
12/1/19,Chongqing,Argentina,0.16689847
12/1/19,Chongqing,Australia,115.9944367
12/1/19,Chongqing,Brazil,1.769123783
12/1/19,Chongqing,Cambodia,168.2002782
12/1/19,Chongqing,Canada,23.79972184
12/1/19,Chongqing,Chile,0.16689847
12/1/19,Chongqing,Egypt,0.267037552
12/1/19,Chongqing,Ethiopia,0.367176634
12/1/19,Chongqing,Germany,16.7566064
12/1/19,Chongqing,Hong Kong (SAR),227.5159944
12/1/19,Chongqing,Indonesia,135.7218359
12/1/19,Chongqing,Japan,367.8776078
12/1/19,Chongqing,Kenya,2.470097357
12/1/19,Chongqing,Korea (South),196.9735744
12/1/19,Chongqing,Macao (SAR),157.4520167
12/1/19,Chongqing,Madagascar,0.133518776
12/1/19,Chongqing,Malaysia,148.7732962
12/1/19,Chongqing,Mauritius,1.602225313
12/1/19,Chongqing,Morocco,1.668984701
12/1/19,Chongqing,Netherlands,2.403337969
12/1/19,Chongqing,New Zealand,15.18776078
12/1/19,Chongqing,Nigeria,0.801112656
12/1/19,Chongqing,Philippines,28.80667594
12/1/19,Chongqing,Russia,8.111265647
12/1/19,Chongqing,Senegal,0.066759388
12/1/19,Chongqing,Singapore,276.2837274
12/1/19,Chongqing,South Africa,4.906815021
12/1/19,Chongqing,Spain,12.38386648
12/1/19,Chongqing,Sweden,2.002781641
12/1/19,Chongqing,Taiwan,257.4242003
12/1/19,Chongqing,Tanzania,0.200278164
12/1/19,Chongqing,Thailand,866.3365786
12/1/19,Chongqing,Tunisia,0.467315716
12/1/19,Chongqing,Uganda,0.700973574
12/1/19,Chongqing,United Arab Emirates,77.27399166
12/1/19,Chongqing,United Kingdom,65.75799722
12/1/19,Chongqing,United States,91.05980529
12/1/19,Chongqing,Viet Nam,297.2795549
12/1/19,Chongqing,Zambia,0.16689847
12/1/19,Fuzhou,Argentina,13.97533207
12/1/19,Fuzhou,Australia,72.29601518
12/1/19,Fuzhou,Brazil,3.102466793
12/1/19,Fuzhou,Cambodia,141.1195446
12/1/19,Fuzhou,Canada,38.14041746
12/1/19,Fuzhou,Cote D'Ivoire,0.056925996
12/1/19,Fuzhou,Egypt,0.199240987
12/1/19,Fuzhou,Ethiopia,0.256166983
12/1/19,Fuzhou,Germany,9.022770398
12/1/19,Fuzhou,Ghana,0.056925996
12/1/19,Fuzhou,Guinea,0.056925996
12/1/19,Fuzhou,Hong Kong (SAR),132.9222011
12/1/19,Fuzhou,Indonesia,145.3036053
12/1/19,Fuzhou,Japan,282.0967742
12/1/19,Fuzhou,Kenya,1.850094877
12/1/19,Fuzhou,Korea (South),19.63946869
12/1/19,Fuzhou,Macao (SAR),100.8444023
12/1/19,Fuzhou,Malaysia,81.20493359
12/1/19,Fuzhou,Mauritania,0.199240987
12/1/19,Fuzhou,Mauritius,0.142314991
12/1/19,Fuzhou,Morocco,0.341555977
12/1/19,Fuzhou,Mozambique,0.370018975
12/1/19,Fuzhou,Netherlands,3.045540797
12/1/19,Fuzhou,New Zealand,11.49905123
12/1/19,Fuzhou,Nigeria,0.113851992
12/1/19,Fuzhou,Philippines,9.535104364
12/1/19,Fuzhou,Russia,38.9373814
12/1/19,Fuzhou,Singapore,190.3605313
12/1/19,Fuzhou,South Africa,17.56166983
12/1/19,Fuzhou,Spain,29.23149905
12/1/19,Fuzhou,Sweden,2.590132827
12/1/19,Fuzhou,Taiwan,302.8747628
12/1/19,Fuzhou,Tanzania,0.939278937
12/1/19,Fuzhou,Thailand,90.54079696
12/1/19,Fuzhou,Uganda,0.085388994
12/1/19,Fuzhou,United Arab Emirates,11.78368121
12/1/19,Fuzhou,United Kingdom,22.79886148
12/1/19,Fuzhou,United States,343.5768501
12/1/19,Fuzhou,Viet Nam,60.96774194
12/1/19,Fuzhou,Zambia,1.309297913
12/1/19,Guangzhou,Algeria,5.484180498
12/1/19,Guangzhou,Angola,7.519190871
12/1/19,Guangzhou,Argentina,5.932572614
12/1/19,Guangzhou,Australia,677.8998963
12/1/19,Guangzhou,Brazil,48.84024896
12/1/19,Guangzhou,Cambodia,926.964471
12/1/19,Guangzhou,Canada,307.1485996
12/1/19,Guangzhou,Chile,2.690352697
12/1/19,Guangzhou,Congo (Kinshasa),27.8348029
12/1/19,Guangzhou,Cote D'Ivoire,13.65871369
12/1/19,Guangzhou,Egypt,240.6485996
12/1/19,Guangzhou,Equatorial Guinea,1.000259336
12/1/19,Guangzhou,Ethiopia,152.625778
12/1/19,Guangzhou,Gabon,11.62370332
12/1/19,Guangzhou,Germany,106.0274896
12/1/19,Guangzhou,Ghana,38.7341805
12/1/19,Guangzhou,Guinea,9.554201245
12/1/19,Guangzhou,Hong Kong (SAR),32.45669087
12/1/19,Guangzhou,Indonesia,947.6939834
12/1/19,Guangzhou,Japan,1686.954616
12/1/19,Guangzhou,Kenya,71.36332988
12/1/19,Guangzhou,Korea (South),1135.018413
12/1/19,Guangzhou,Macao (SAR),0.068983402
12/1/19,Guangzhou,Madagascar,36.49221992
12/1/19,Guangzhou,Malaysia,1671.364367
12/1/19,Guangzhou,Mauritania,2.828319502
12/1/19,Guangzhou,Mauritius,8.933350622
12/1/19,Guangzhou,Morocco,29.04201245
12/1/19,Guangzhou,Mozambique,15.55575726
12/1/19,Guangzhou,Netherlands,45.83947095
12/1/19,Guangzhou,New Zealand,168.2850104
12/1/19,Guangzhou,Nigeria,95.78345436
12/1/19,Guangzhou,Philippines,1061.689056
12/1/19,Guangzhou,Russia,277.5202282
12/1/19,Guangzhou,Senegal,9.899118257
12/1/19,Guangzhou,Seychelles,1.793568465
12/1/19,Guangzhou,Singapore,1031.129409
12/1/19,Guangzhou,South Africa,32.90508299
12/1/19,Guangzhou,Spain,64.63744813
12/1/19,Guangzhou,Sudan,36.73366183
12/1/19,Guangzhou,Sweden,14.55549793
12/1/19,Guangzhou,Taiwan,703.4927386
12/1/19,Guangzhou,Tanzania,42.52826763
12/1/19,Guangzhou,Thailand,2599.053164
12/1/19,Guangzhou,Tunisia,6.725881743
12/1/19,Guangzhou,Uganda,44.49429461
12/1/19,Guangzhou,United Arab Emirates,334.9489108
12/1/19,Guangzhou,United Kingdom,276.5544606
12/1/19,Guangzhou,United States,1143.46888
12/1/19,Guangzhou,Viet Nam,1362.215249
12/1/19,Guangzhou,Zambia,35.87136929
12/1/19,Guangzhou,Zimbabwe,11.1408195
12/1/19,Hangzhou,Argentina,0.145038168
12/1/19,Hangzhou,Australia,89.10178117
12/1/19,Hangzhou,Brazil,4.189991518
12/1/19,Hangzhou,Cambodia,40.65903308
12/1/19,Hangzhou,Canada,9.121289228
12/1/19,Hangzhou,Congo (Kinshasa),0.032230704
12/1/19,Hangzhou,Egypt,31.81170483
12/1/19,Hangzhou,Germany,7.799830365
12/1/19,Hangzhou,Ghana,0.064461408
12/1/19,Hangzhou,Guinea,0.032230704
12/1/19,Hangzhou,Hong Kong (SAR),246.6293469
12/1/19,Hangzhou,Indonesia,110.6963528
12/1/19,Hangzhou,Japan,469.553011
12/1/19,Hangzhou,Kenya,2.288379983
12/1/19,Hangzhou,Korea (South),341.7743851
12/1/19,Hangzhou,Macao (SAR),256.201866
12/1/19,Hangzhou,Malaysia,198.2994063
12/1/19,Hangzhou,Mauritania,0.096692112
12/1/19,Hangzhou,Mauritius,0.24173028
12/1/19,Hangzhou,Morocco,1.063613232
12/1/19,Hangzhou,Mozambique,0.112807464
12/1/19,Hangzhou,Netherlands,4.28668363
12/1/19,Hangzhou,New Zealand,8.057675997
12/1/19,Hangzhou,Nigeria,0.612383376
12/1/19,Hangzhou,Philippines,40.75572519
12/1/19,Hangzhou,Russia,26.59033079
12/1/19,Hangzhou,Singapore,137.2544529
12/1/19,Hangzhou,South Africa,3.529262087
12/1/19,Hangzhou,Spain,19.24173028
12/1/19,Hangzhou,Sudan,0.306191688
12/1/19,Hangzhou,Sweden,1.305343511
12/1/19,Hangzhou,Taiwan,211.5784563
12/1/19,Hangzhou,Tanzania,0.24173028
12/1/19,Hangzhou,Thailand,541.2824427
12/1/19,Hangzhou,Tunisia,1.434266327
12/1/19,Hangzhou,Uganda,0.290076336
12/1/19,Hangzhou,United Arab Emirates,16.77608142
12/1/19,Hangzhou,United Kingdom,18.25869381
12/1/19,Hangzhou,United States,47.94317218
12/1/19,Hangzhou,Viet Nam,122.2188295
12/1/19,Hangzhou,Zambia,0.032230704
12/1/19,Hangzhou,Zimbabwe,0.08057676
12/1/19,Hefei,Angola,0.033519553
12/1/19,Hefei,Australia,30.40223464
12/1/19,Hefei,Brazil,0.268156425
12/1/19,Hefei,Cambodia,67.67597765
12/1/19,Hefei,Canada,6.402234637
12/1/19,Hefei,Egypt,0.301675978
12/1/19,Hefei,Germany,3.38547486
12/1/19,Hefei,Hong Kong (SAR),58.69273743
12/1/19,Hefei,Indonesia,25.34078212
12/1/19,Hefei,Japan,167.3296089
12/1/19,Hefei,Kenya,0.536312849
12/1/19,Hefei,Korea (South),99.38547486
12/1/19,Hefei,Macao (SAR),66.87150838
12/1/19,Hefei,Malaysia,13.70949721
12/1/19,Hefei,Morocco,0.067039106
12/1/19,Hefei,Netherlands,0.335195531
12/1/19,Hefei,New Zealand,3.687150838
12/1/19,Hefei,Philippines,4.189944134
12/1/19,Hefei,Russia,16.72625698
12/1/19,Hefei,Singapore,62.37988827
12/1/19,Hefei,South Africa,0.134078212
12/1/19,Hefei,Spain,0.368715084
12/1/19,Hefei,Sweden,0.335195531
12/1/19,Hefei,Taiwan,102.7374302
12/1/19,Hefei,Thailand,411.5195531
12/1/19,Hefei,United Arab Emirates,4.525139665
12/1/19,Hefei,United Kingdom,5.396648045
12/1/19,Hefei,United States,26.41340782
12/1/19,Hefei,Viet Nam,41.22905028
12/1/19,Hefei,Zimbabwe,0.603351955
12/1/19,Nanchang,Australia,32.40517241
12/1/19,Nanchang,Cambodia,121.8362069
12/1/19,Nanchang,Canada,7.512931034
12/1/19,Nanchang,Ethiopia,0.060344828
12/1/19,Nanchang,Germany,4.375
12/1/19,Nanchang,Hong Kong (SAR),63.09051724
12/1/19,Nanchang,Indonesia,65.35344828
12/1/19,Nanchang,Japan,175.7241379
12/1/19,Nanchang,Kenya,0.422413793
12/1/19,Nanchang,Korea (South),16.32327586
12/1/19,Nanchang,Macao (SAR),15.23706897
12/1/19,Nanchang,Malaysia,6.517241379
12/1/19,Nanchang,Netherlands,0.362068966
12/1/19,Nanchang,New Zealand,2.262931034
12/1/19,Nanchang,Philippines,7.211206897
12/1/19,Nanchang,Russia,3.560344828
12/1/19,Nanchang,Singapore,59.74137931
12/1/19,Nanchang,South Africa,0.24137931
12/1/19,Nanchang,Spain,0.543103448
12/1/19,Nanchang,Sweden,0.392241379
12/1/19,Nanchang,Taiwan,137.8275862
12/1/19,Nanchang,Thailand,579.0689655
12/1/19,Nanchang,Tunisia,0.543103448
12/1/19,Nanchang,Uganda,0.181034483
12/1/19,Nanchang,United Arab Emirates,5.551724138
12/1/19,Nanchang,United Kingdom,5.642241379
12/1/19,Nanchang,United States,16.92672414
12/1/19,Nanchang,Viet Nam,11.34482759
12/1/19,Nanchang,Zambia,0.301724138
12/1/19,Nanjing,Angola,0.036117381
12/1/19,Nanjing,Argentina,0.072234763
12/1/19,Nanjing,Australia,207.8555305
12/1/19,Nanjing,Brazil,2.67268623
12/1/19,Nanjing,Cambodia,200.4514673
12/1/19,Nanjing,Canada,54.68171558
12/1/19,Nanjing,Chile,0.180586907
12/1/19,Nanjing,Egypt,2.744920993
12/1/19,Nanjing,Equatorial Guinea,0.036117381
12/1/19,Nanjing,Ethiopia,0.036117381
12/1/19,Nanjing,Germany,37.05643341
12/1/19,Nanjing,Ghana,0.108352144
12/1/19,Nanjing,Hong Kong (SAR),371.9367946
12/1/19,Nanjing,Indonesia,181.3453725
12/1/19,Nanjing,Japan,906.1128668
12/1/19,Nanjing,Kenya,2.961625282
12/1/19,Nanjing,Korea (South),713.6072235
12/1/19,Nanjing,Macao (SAR),275.4672686
12/1/19,Nanjing,Malaysia,67.61173815
12/1/19,Nanjing,Mauritius,0.505643341
12/1/19,Nanjing,Morocco,0.216704289
12/1/19,Nanjing,Mozambique,0.216704289
12/1/19,Nanjing,Netherlands,4.334085779
12/1/19,Nanjing,New Zealand,24.34311512
12/1/19,Nanjing,Nigeria,0.180586907
12/1/19,Nanjing,Philippines,51.97291196
12/1/19,Nanjing,Russia,13.11060948
12/1/19,Nanjing,Senegal,0.072234763
12/1/19,Nanjing,Seychelles,0.072234763
12/1/19,Nanjing,Singapore,449.6975169
12/1/19,Nanjing,South Africa,4.83972912
12/1/19,Nanjing,Spain,8.668171558
12/1/19,Nanjing,Sudan,0.108352144
12/1/19,Nanjing,Sweden,6.501128668
12/1/19,Nanjing,Taiwan,337.9503386
12/1/19,Nanjing,Tanzania,0.036117381
12/1/19,Nanjing,Thailand,974.5553047
12/1/19,Nanjing,Tunisia,0.108352144
12/1/19,Nanjing,Uganda,0.433408578
12/1/19,Nanjing,United Arab Emirates,15.89164786
12/1/19,Nanjing,United Kingdom,42.18510158
12/1/19,Nanjing,United States,125.5079007
12/1/19,Nanjing,Viet Nam,131.3950339
12/1/19,Nanjing,Zambia,0.180586907
12/1/19,Shanghai,Algeria,3.45387171
12/1/19,Shanghai,Angola,2.099412216
12/1/19,Shanghai,Argentina,41.78507539
12/1/19,Shanghai,Australia,1312.911289
12/1/19,Shanghai,Brazil,147.690845
12/1/19,Shanghai,Cambodia,455.3687115
12/1/19,Shanghai,Canada,682.1584967
12/1/19,Shanghai,Chile,28.71454127
12/1/19,Shanghai,Congo (Kinshasa),7.720419116
12/1/19,Shanghai,Cote D'Ivoire,10.4293381
12/1/19,Shanghai,Egypt,128.9784053
12/1/19,Shanghai,Equatorial Guinea,3.45387171
12/1/19,Shanghai,Ethiopia,93.99948888
12/1/19,Shanghai,Gabon,9.650523895
12/1/19,Shanghai,Germany,774.9202264
12/1/19,Shanghai,Ghana,21.02798364
12/1/19,Shanghai,Guinea,16.11806798
12/1/19,Shanghai,Hong Kong (SAR),3280.752119
12/1/19,Shanghai,Indonesia,948.5847066
12/1/19,Shanghai,Japan,10546.8534
12/1/19,Shanghai,Kenya,18.95019962
12/1/19,Shanghai,Korea (South),5029.736497
12/1/19,Shanghai,Macao (SAR),1556.357542
12/1/19,Shanghai,Madagascar,5.146946077
12/1/19,Shanghai,Malaysia,1423.587647
12/1/19,Shanghai,Mauritania,2.336442627
12/1/19,Shanghai,Mauritius,39.99258733
12/1/19,Shanghai,Morocco,44.18924099
12/1/19,Shanghai,Mozambique,5.722591362
12/1/19,Shanghai,Netherlands,180.416193
12/1/19,Shanghai,New Zealand,355.6727159
12/1/19,Shanghai,Nigeria,28.98543317
12/1/19,Shanghai,Philippines,1132.086142
12/1/19,Shanghai,Russia,350.6415727
12/1/19,Shanghai,Senegal,7.517250192
12/1/19,Shanghai,Seychelles,3.31842576
12/1/19,Shanghai,Singapore,1804.372103
12/1/19,Shanghai,South Africa,64.02777522
12/1/19,Shanghai,Spain,334.5097418
12/1/19,Shanghai,Sudan,4.401993355
12/1/19,Shanghai,Sweden,105.6190501
12/1/19,Shanghai,Taiwan,3311.955985
12/1/19,Shanghai,Tanzania,18.63895159
12/1/19,Shanghai,Thailand,3133.630338
12/1/19,Shanghai,Tunisia,8.837848198
12/1/19,Shanghai,Uganda,14.4588551
12/1/19,Shanghai,United Arab Emirates,719.4076978
12/1/19,Shanghai,United Kingdom,1039.438968
12/1/19,Shanghai,United States,3200.627733
12/1/19,Shanghai,Viet Nam,858.4325175
12/1/19,Shanghai,Zambia,17.13823647
12/1/19,Shanghai,Zimbabwe,5.316974159
12/1/19,Shenzhen,Angola,0.053763441
12/1/19,Shenzhen,Argentina,0.143369176
12/1/19,Shenzhen,Australia,135.2867384
12/1/19,Shenzhen,Brazil,1.146953405
12/1/19,Shenzhen,Cambodia,305.5734767
12/1/19,Shenzhen,Canada,35.71684588
12/1/19,Shenzhen,Chile,0.250896057
12/1/19,Shenzhen,Egypt,0.376344086
12/1/19,Shenzhen,Ethiopia,0.698924731
12/1/19,Shenzhen,Germany,40.66308244
12/1/19,Shenzhen,Ghana,0.23297491
12/1/19,Shenzhen,Indonesia,214.1218638
12/1/19,Shenzhen,Japan,422.7419355
12/1/19,Shenzhen,Kenya,0.23297491
12/1/19,Shenzhen,Korea (South),444.3369176
12/1/19,Shenzhen,Malaysia,409.8028674
12/1/19,Shenzhen,Mauritius,0.035842294
12/1/19,Shenzhen,Morocco,0.23297491
12/1/19,Shenzhen,Netherlands,3.781362007
12/1/19,Shenzhen,New Zealand,28.31541219
12/1/19,Shenzhen,Nigeria,0.161290323
12/1/19,Shenzhen,Philippines,219.7849462
12/1/19,Shenzhen,Russia,34.96415771
12/1/19,Shenzhen,Senegal,0.161290323
12/1/19,Shenzhen,Singapore,186.3620072
12/1/19,Shenzhen,South Africa,15.75268817
12/1/19,Shenzhen,Spain,22.81362007
12/1/19,Shenzhen,Sudan,0.268817204
12/1/19,Shenzhen,Sweden,2.831541219
12/1/19,Shenzhen,Taiwan,507.8494624
12/1/19,Shenzhen,Tanzania,0.143369176
12/1/19,Shenzhen,Thailand,657.3655914
12/1/19,Shenzhen,United Arab Emirates,45.55555556
12/1/19,Shenzhen,United Kingdom,64.92831541
12/1/19,Shenzhen,United States,147.5806452
12/1/19,Shenzhen,Viet Nam,376.2724014
12/1/19,Shenzhen,Zambia,0.089605735
12/1/19,Tianjin,Australia,88.91966759
12/1/19,Tianjin,Brazil,0.311634349
12/1/19,Tianjin,Cambodia,42.38227147
12/1/19,Tianjin,Canada,12.22299169
12/1/19,Tianjin,Chile,0.103878116
12/1/19,Tianjin,Egypt,0.55401662
12/1/19,Tianjin,Germany,1.073407202
12/1/19,Tianjin,Hong Kong (SAR),155.8171745
12/1/19,Tianjin,Indonesia,84.34903047
12/1/19,Tianjin,Japan,1261.426593
12/1/19,Tianjin,Kenya,1.246537396
12/1/19,Tianjin,Korea (South),855.6786704
12/1/19,Tianjin,Macao (SAR),125.865651
12/1/19,Tianjin,Malaysia,221.8490305
12/1/19,Tianjin,Mauritius,0.727146814
12/1/19,Tianjin,Netherlands,0.069252078
12/1/19,Tianjin,New Zealand,16.82825485
12/1/19,Tianjin,Philippines,17.17451524
12/1/19,Tianjin,Russia,1.523545706
12/1/19,Tianjin,Singapore,258.2409972
12/1/19,Tianjin,South Africa,1.004155125
12/1/19,Tianjin,Spain,0.415512465
12/1/19,Tianjin,Taiwan,94.39058172
12/1/19,Tianjin,Tanzania,0.069252078
12/1/19,Tianjin,Thailand,852.5969529
12/1/19,Tianjin,United Arab Emirates,6.094182825
12/1/19,Tianjin,United Kingdom,9.66066482
12/1/19,Tianjin,United States,25.10387812
12/1/19,Tianjin,Viet Nam,93.80193906
12/1/19,Wuhan,Algeria,0.815531613
12/1/19,Wuhan,Angola,0.125466402
12/1/19,Wuhan,Argentina,0.188199603
12/1/19,Wuhan,Australia,167.7485794
12/1/19,Wuhan,Brazil,1.756529627
12/1/19,Wuhan,Cambodia,141.243802
12/1/19,Wuhan,Canada,32.74673091
12/1/19,Wuhan,Chile,0.250932804
12/1/19,Wuhan,Cote D'Ivoire,0.125466402
12/1/19,Wuhan,Egypt,1.756529627
12/1/19,Wuhan,Germany,15.77740004
12/1/19,Wuhan,Ghana,0.188199603
12/1/19,Wuhan,Hong Kong (SAR),103.1961156
12/1/19,Wuhan,Indonesia,182.930014
12/1/19,Wuhan,Japan,434.8038159
12/1/19,Wuhan,Kenya,1.881996029
12/1/19,Wuhan,Korea (South),203.8515366
12/1/19,Wuhan,Macao (SAR),179.5424212
12/1/19,Wuhan,Malaysia,262.2247801
12/1/19,Wuhan,Morocco,2.132928833
12/1/19,Wuhan,Mozambique,0.846898213
12/1/19,Wuhan,Netherlands,6.586986102
12/1/19,Wuhan,New Zealand,23.02308476
12/1/19,Wuhan,Nigeria,0.125466402
12/1/19,Wuhan,Philippines,64.27016439
12/1/19,Wuhan,Russia,15.24416784
12/1/19,Wuhan,Senegal,0.156833002
12/1/19,Wuhan,Seychelles,0.188199603
12/1/19,Wuhan,Singapore,344.3739067
12/1/19,Wuhan,South Africa,5.206855681
12/1/19,Wuhan,Spain,8.939481138
12/1/19,Wuhan,Sudan,0.094099801
12/1/19,Wuhan,Sweden,3.983558262
12/1/19,Wuhan,Taiwan,196.4176522
12/1/19,Wuhan,Tanzania,0.345032605
12/1/19,Wuhan,Thailand,740.1890382
12/1/19,Wuhan,Tunisia,0.094099801
12/1/19,Wuhan,United Arab Emirates,53.88781963
12/1/19,Wuhan,United Kingdom,53.00955482
12/1/19,Wuhan,United States,130.9869236
12/1/19,Wuhan,Viet Nam,63.07823358
12/1/19,Wuhan,Zambia,0.282299404
12/1/19,Wuhan,Zimbabwe,0.0313666
12/1/19,Xi'an,Algeria,0.294710327
12/1/19,Xi'an,Angola,0.130982368
12/1/19,Xi'an,Argentina,0.360201511
12/1/19,Xi'an,Australia,115.1989924
12/1/19,Xi'an,Brazil,1.571788413
12/1/19,Xi'an,Cambodia,171.0629723
12/1/19,Xi'an,Canada,34.41561713
12/1/19,Xi'an,Chile,0.687657431
12/1/19,Xi'an,Cote D'Ivoire,0.065491184
12/1/19,Xi'an,Egypt,1.080604534
12/1/19,Xi'an,Ethiopia,0.130982368
