date_onset_symptoms,gamma_var_forward,gamma_mean_forward,direction,gamma_scale_forward,gamma_shape_forward
2020-01-05,44.224515619243036,20.134723258349215,forward,2.196430268834441,9.167021391047356
2020-01-06,44.224515619243036,20.134723258349215,forward,2.196430268834441,9.167021391047356
2020-01-07,44.224515619243036,20.134723258349215,forward,2.196430268834441,9.167021391047356
2020-01-08,44.224515619243036,20.134723258349215,forward,2.196430268834441,9.167021391047356
2020-01-09,44.224515619243036,20.134723258349215,forward,2.196430268834441,9.167021391047356
2020-01-10,44.224515619243036,20.134723258349215,NA,2.196430268834441,9.167021391047356
2020-01-11,36.33289835609985,18.76374176600159,NA,1.9363354499970882,9.690336334042641
2020-01-12,29.319349890977076,17.349232912250173,NA,1.6899507914424785,10.26611721483412
2020-01-13,24.72188819466973,15.959910398314358,NA,1.5489991846872015,10.303369140595924
2020-01-14,22.26432206868874,14.784198499028763,NA,1.5059539460425522,9.817165085213716
2020-01-15,21.29289477467507,13.884937000383681,NA,1.5335247667372696,9.05426329039687
2020-01-16,20.625452455687135,13.042971017798452,NA,1.581346184664646,8.248017508300663
2020-01-17,19.77503709411607,12.196369265195578,NA,1.6213872066457937,7.522181755970881
2020-01-18,19.10852483345372,11.405066131832845,NA,1.6754418266913544,6.807199122129745
2020-01-19,18.633562858472555,10.706302026560099,NA,1.7404294043122057,6.1515290422199485
2020-01-20,18.005247163900584,10.096178272889842,NA,1.7833725472387998,5.661283890750578
2020-01-21,17.246566608015197,9.559176184546464,NA,1.8041896367488557,5.298321190765773
2020-01-22,16.5212891979378,9.083320016866088,NA,1.8188601928877046,4.99396273137684
2020-01-23,15.733767174141061,8.65782032751729,NA,1.8172896386096364,4.764138937225866
2020-01-24,14.852672230753935,8.273544019669426,NA,1.7952007260060945,4.608701355684133
2020-01-25,13.868530277227059,7.92047382336707,NA,1.7509723012166225,4.52347179784838
2020-01-26,12.773258630157452,7.586740836238202,NA,1.683629229714261,4.506182657286007
2020-01-27,11.72328179141239,7.270411586486327,NA,1.612464666127391,4.508881179981117
2020-01-28,10.72524720184849,6.9624403351544535,NA,1.5404436785899671,4.519762995507546
2020-01-29,9.790062567694449,6.64957579292262,NA,1.472283777577866,4.516504151028681
2020-01-30,8.838817755298765,6.31881793638511,NA,1.3988087399073417,4.517285141357977
2020-01-31,7.973389299323209,5.976881907573408,NA,1.334038286622326,4.4802926329096415
2020-02-01,7.305043094644718,5.652967051378155,NA,1.2922493671467266,4.374517175318761
2020-02-02,6.710189148871968,5.3450026785151765,NA,1.2554136176291002,4.2575630879402375
2020-02-03,6.0946921350089776,5.043654020538991,NA,1.2083882261134293,4.173868887121673
2020-02-04,5.454885154762463,4.777529987758807,NA,1.1417793648054968,4.184284753274258
2020-02-05,4.778459934497991,4.563602962791928,NA,1.0470805575020086,4.358406743488
2020-02-06,4.113624370794367,4.390367678725341,NA,0.9369658014584963,4.68572884078717
2020-02-07,3.4907609560425974,4.237365123646787,NA,0.8238046177711392,5.143653036458175
2020-02-08,2.830200029980235,4.080055391218723,NA,0.6936670605187168,5.881864115282771
2020-02-09,2.184733915661111,3.9133573734532168,NA,0.5582761059548371,7.009716754329077
2020-02-10,1.7187084859676134,3.7077870129009387,NA,0.4635402411161993,7.998846020299408
2020-02-11,1.39953172543469,3.4291814982857263,NA,0.408124132867953,8.40230023691156
2020-02-12,1.1329421518114524,3.1014027471210452,NA,0.3652999123906543,8.490017768754303
2020-02-13,0.8861776663603018,2.797256773693302,NA,0.3168024025160389,8.82965770296418
2020-02-14,0.6669666797759471,2.5605506967288547,NA,0.2604778263629023,9.830206019768648
2020-02-15,0.5162472627665589,2.4160404991408977,NA,0.2136749209916504,11.307085023961738
2020-02-16,0.43791208045268587,2.3503753897726996,NA,0.1863158040022856,12.615008170449496
2020-02-17,0.4102953253298816,2.3336953356337373,NA,0.17581357731876426,13.273692346311563
2020-02-18,0.40893643743461056,2.339123693106171,NA,0.17482463139500562,13.379829114703313
2020-02-19,0.4185110453759968,2.351943322857378,NA,0.17794265759242334,13.217422706164651
2020-02-20,0.42808969252856954,2.3624054170541795,NA,0.18120924098725588,13.036892623044116
2020-02-21,0.4348344999534371,2.3689288334813514,NA,0.18355743482357348,12.905654493146796
2020-02-22,0.43842263906543627,2.371972830235302,NA,0.18483459569051824,12.832948406514033
2020-02-23,0.43974496229320514,2.372809409589794,NA,0.18532671040327142,12.803386001006299
2020-02-24,0.439839789037319,2.372593911282189,NA,0.18538351082576213,12.798300672556243
2020-02-25,0.4394674933766797,2.372072472347055,NA,0.18526731307743186,12.80351311272947
2020-02-26,0.439047328393197,2.371607920294483,NA,0.18512643874906626,12.810746732448797
2020-02-27,0.43874365417700895,2.371311165321513,NA,0.18502154444902727,12.816405637424566
2020-02-28,0.4385778361056713,2.37116827542891,NA,0.1849627631452428,12.819706167381053
2020-02-29,0.43851374459205766,2.3711256778271648,NA,0.18493905603261812,12.821119176735518
2020-03-01,0.4385067063540183,2.3711334048190977,NA,0.18493548505655402,12.821408525756944
2020-03-02,0.4385232608659671,2.371159018658828,NA,0.18494046895007663,12.821201504030498
2020-03-03,0.43854785111145245,2.3711898392126214,NA,0.18494843553187496,12.820815879807528
