"","cities","day1","day2","day3","day4","day5","day6","day7","day8","day9","day10","day11","day12","day13","day14","day15","day16","day17","day18","day19","day20","day21","day22","day23","day24","day25","day26","day27","day28","day29","day30","day31","day32","day33","day34","day35","day36","day37","day38","day39","day40","day41","day42","day43","day44","day45","day46","day47","day48","day49","day50","day51","day52","day53","day54","day55","day56","day57","day58","day59","day60","day61","day62","day63","day64","day65","day66","day67","day68","day69","day70","day71","day72","day73","day74","day75","day76","day77","day78","day79","day80","day81","day82","day83","day84","day85","day86","day87","day88","day89","day90","day91","day92","day93","day94","day95","day96","day97","day98","day99","day100","day101","day102","day103","day104","day105","day106","day107","day108","day109","day110","day111","day112","day113","day114","day115","day116","day117","day118","day119","day120","day121","day122","day123","day124","Scenario"
"11","Shenzhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4815654906063e-11,8.9023526087537e-11,2.28030489199473e-10,4.82871775965144e-10,8.9195786362754e-10,1.49635972765316e-09,2.35176837681107e-09,3.52397880113648e-09,5.10737533126117e-09,7.21359340236292e-09,9.98539279645059e-09,1.36247815237301e-08,1.83719318128893e-08,2.45588260533222e-08,3.26317060237061e-08,4.31402730231252e-08,5.67848643155289e-08,7.45186178709502e-08,9.7659752233874e-08,1.27815684114119e-07,1.6701794462255e-07,2.17972945396389e-07,2.84634126792151e-07,3.72123321285634e-07,4.87928536453565e-07,6.70528374919752e-07,9.47486252236641e-07,1.33455726981949e-06,1.88532744435719e-06,2.61255452822644e-06,3.62419874819062e-06,5.05420718517335e-06,7.00745786559928e-06,9.37076385342604e-06,1.22797734655844e-05,1.57280591433381e-05,1.9972514427178e-05,2.48489009968727e-05,3.06215079574705e-05,3.75339253247867e-05,4.57816207982827e-05,5.57615997783155e-05,6.771270401218e-05,8.1811886032594e-05,9.99812835967328e-05,0.00012104719837843,0.000144157601058324,0.000166392199267406,0.000186022481083176,0.000202858493708017,0.00021788074226752,0.000230519669188702,0.000240775169369603,0.000248205616721571,0.000253822927036354,0.000257358691507539,0.000258947233156131,0.000259049504209641,0.000257798489670345,0.00025517695311469,0.000251587657599441,0.000247213824504357,0.000241967001106666,0.00023589360437009,0.00022903391479524,0.000221417335328967,0.000213008788732559,0.00020388387293179,0.000194269826753342,0.0001842866261555,0.000173902842236174,0.000163193490732329,0.000152399813104199,0.000141551484503668,0.000130759392798307,0.000120128848987603,0.00010978009998171,9.97506055026559e-05,9.01524756921817e-05,8.10448880402787e-05,7.24619243543513e-05,6.44851434101489e-05,5.70253173738316e-05,5.02020703873794e-05,4.39824377371169e-05,3.83207221214489e-05,3.32044503639133e-05,"Lower"
"12","Shenzhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4815654906063e-11,8.9023526087537e-11,2.28030489199473e-10,4.82871775965144e-10,8.9195786362754e-10,1.49635972765316e-09,2.35176837681107e-09,3.52397880113648e-09,5.10737533126117e-09,7.21359340236292e-09,9.98539279645059e-09,1.36247815237301e-08,1.83719318128893e-08,2.45588260533222e-08,3.26317060237061e-08,4.31402730231252e-08,5.67848643155289e-08,7.45186178709502e-08,9.7659752233874e-08,1.27815684114119e-07,1.6701794462255e-07,2.17972945396389e-07,2.84634126792151e-07,3.72123321285634e-07,4.87928536453565e-07,6.70528374919752e-07,9.47486252236641e-07,1.33455726981949e-06,1.88532744435719e-06,2.61255452822644e-06,3.62419874819062e-06,5.05420718517335e-06,7.00745786559928e-06,9.37076385342604e-06,1.22797734655844e-05,1.57280591433381e-05,1.9972514427178e-05,2.48489009968727e-05,3.06215079574705e-05,3.75339253247867e-05,4.57816207982827e-05,5.57615997783155e-05,6.771270401218e-05,8.1811886032594e-05,9.99812835967328e-05,0.00012104719837843,0.000144157601058324,0.000166392199267406,0.000186022481083176,0.000202858493708017,0.00021788074226752,0.000230519669188702,0.000240775169369603,0.000248205616721571,0.000253822927036354,0.000257358691507539,0.000258947233156131,0.000259049504209641,0.000257798489670345,0.00025517695311469,0.000251587657599441,0.000247213824504357,0.000241967001106666,0.00023589360437009,0.00022903391479524,0.000221417335328967,0.000213008788732559,0.00020388387293179,0.000194269826753342,0.0001842866261555,0.000173902842236174,0.000163193490732329,0.000152399813104199,0.000141551484503668,0.000130759392798307,0.000120128848987603,0.00010978009998171,9.97506055026559e-05,9.01524756921817e-05,8.10448880402787e-05,7.24619243543513e-05,6.44851434101489e-05,5.70253173738316e-05,5.02020703873794e-05,4.39824377371169e-05,3.83207221214489e-05,3.32044503639133e-05,"Lower"
"13","Shenzhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4815654906063e-11,8.9023526087537e-11,2.28030489199473e-10,4.82871775965144e-10,8.9195786362754e-10,1.49635972765316e-09,2.35176837681107e-09,3.52397880113648e-09,5.10737533126117e-09,7.21359340236292e-09,9.98539279645059e-09,1.36247815237301e-08,1.83719318128893e-08,2.45588260533222e-08,3.26317060237061e-08,4.31402730231252e-08,5.67848643155289e-08,7.45186178709502e-08,9.7659752233874e-08,1.27815684114119e-07,1.6701794462255e-07,2.17972945396389e-07,2.84634126792151e-07,3.72123321285634e-07,4.87928536453565e-07,6.70528374919752e-07,9.47486252236641e-07,1.33455726981949e-06,1.88532744435719e-06,2.61255452822644e-06,3.62419874819062e-06,5.05420718517335e-06,7.00745786559928e-06,9.37076385342604e-06,1.22797734655844e-05,1.57280591433381e-05,1.9972514427178e-05,2.48489009968727e-05,3.06215079574705e-05,3.75339253247867e-05,4.57816207982827e-05,5.57615997783155e-05,6.771270401218e-05,8.1811886032594e-05,9.99812835967328e-05,0.00012104719837843,0.000144157601058324,0.000166392199267406,0.000186022481083176,0.000202858493708017,0.00021788074226752,0.000230519669188702,0.000240775169369603,0.000248205616721571,0.000253822927036354,0.000257358691507539,0.000258947233156131,0.000259049504209641,0.000257798489670345,0.00025517695311469,0.000251587657599441,0.000247213824504357,0.000241967001106666,0.00023589360437009,0.00022903391479524,0.000221417335328967,0.000213008788732559,0.00020388387293179,0.000194269826753342,0.0001842866261555,0.000173902842236174,0.000163193490732329,0.000152399813104199,0.000141551484503668,0.000130759392798307,0.000120128848987603,0.00010978009998171,9.97506055026559e-05,9.01524756921817e-05,8.10448880402787e-05,7.24619243543513e-05,6.44851434101489e-05,5.70253173738316e-05,5.02020703873794e-05,4.39824377371169e-05,3.83207221214489e-05,3.32044503639133e-05,"Lower"
"14","Zhengzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81820521332998e-10,9.66136593875038e-10,2.32102966437246e-09,4.61572545856376e-09,8.00413066182848e-09,1.26555455402862e-08,1.88570798081303e-08,2.70269973441531e-08,3.77672767632084e-08,5.17852795500381e-08,7.01036307461072e-08,9.39825908161187e-08,1.2507116594473e-07,1.6551402841074e-07,2.18026628367513e-07,2.86233409180513e-07,3.74913646583671e-07,4.90297561194678e-07,6.40042140857757e-07,8.3535583124534e-07,1.09001495440335e-06,1.42336052317613e-06,1.86165652084972e-06,2.43716084867311e-06,3.20578522670768e-06,4.36227086795672e-06,6.33347232560689e-06,9.09837621112082e-06,1.26801640512657e-05,1.76323817280458e-05,2.49417006217558e-05,3.55544756239235e-05,5.11222418409339e-05,6.86020759315072e-05,9.22099687567418e-05,0.000118868447458603,0.000152536195653438,0.000195414812733135,0.000253120278080206,0.000328254226826952,0.000423446537335023,0.000542085415381445,0.000682809554877471,0.00086247928419648,0.0010983755514364,0.00135716095853097,0.0016089838428752,0.00175460100116424,0.00185104463813013,0.00192111577430899,0.00197724941467229,0.00201923744969929,0.00204899132827194,0.00206850787015817,0.00207797977610945,0.00207470516669275,0.00206357267913901,0.00204405221638327,0.0020160911174764,0.00197903057060927,0.00193339457511168,0.0018812326372776,0.00182163730695044,0.00175528147047893,0.00168298605909346,0.00160348713852822,0.00152069830428841,0.00143573491374144,0.00134808644330184,0.0012587133343341,0.00116960928230145,0.00108011758228478,0.000991944372277605,0.000906557330522636,0.000824329625331673,0.000746050083805991,0.000671228882897906,0.000600590403801672,0.000534504105582526,0.000473358888919882,0.000417778308944851,0.000366474766763148,0.000319960720668956,0.000278072236784206,0.000240621557647679,0.000207597733218801,0.000178341595063182,"Lower"
"15","Wuhan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9629160063412e-08,6.83242777343749e-08,1.20740240305534e-07,1.91267138660531e-07,2.83300743509079e-07,4.01723373934649e-07,5.53958479929432e-07,7.50208555968258e-07,1.0038458335597e-06,1.33216670085422e-06,1.75750739207533e-06,2.30873856574071e-06,3.02320950741227e-06,3.94925899594431e-06,5.14945171725208e-06,6.70474206137941e-06,8.71981294531988e-06,1.13298832192034e-05,1.47093167832848e-05,1.90823969919002e-05,2.47366828085557e-05,3.20395775612836e-05,4.145937514e-05,5.35928122750061e-05,6.9199986302806e-05,8.92454597907929e-05,0.000114894765882498,0.000147704617812164,0.000189743960396725,0.000243590881905625,0.00031233770883315,0.000399782033496617,0.000510608264849344,0.000650582647931724,0.000827178528128303,0.0010464041391514,0.00131558999049503,0.00163976160208087,0.00202343968559714,0.00246686268953263,0.00296727027085922,0.00351701652901387,0.00410303636093965,0.00471100360187472,0.00531930002479212,0.00590336030326882,0.00645131876954182,0.00695085817682038,0.00740396983647809,0.00778709123579718,0.00808996249163226,0.00831052858041318,0.00845614384517907,0.00853622702613124,0.00856035761773105,0.00853697535755357,0.00847281735317329,0.00837288193790772,0.00824068080245274,0.00807861478523745,0.00788837425024045,0.00767130757430799,0.00742872778086681,0.00716214409110943,0.00687341584001839,0.00656483302117501,0.00623913203811036,0.00589945786839599,0.0055492852452969,0.00519231187148336,0.00483233624599274,0.00447313154061855,0.00411832526026102,0.00377129234782862,0.00343506714711653,0.0031122774085218,0.00280510147646948,0.0025152480560563,0.00224395659370977,0.00199201534997595,0.00175979367933224,0.00154728481957491,0.0013541555700849,0.00117979953342174,0.001023391037113,0.000883937376989338,0.00076032757471905,"Lower"
"16","Changsha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90691600740635e-10,1.00140745593642e-09,2.42317710919446e-09,4.85857583944425e-09,8.4955933514072e-09,1.35337720303426e-08,2.03024130014986e-08,2.93100478402898e-08,4.1183424078061e-08,5.67661595640417e-08,7.70879269741846e-08,1.03572991320689e-07,1.38254135185085e-07,1.83246025274685e-07,2.41735707904574e-07,3.17853124015191e-07,4.16791526662088e-07,5.45254805625792e-07,7.123964084792e-07,9.30120527417115e-07,1.21413124136831e-06,1.58564424877564e-06,2.07443520890297e-06,2.71930541084569e-06,3.57395152655523e-06,4.86820835156374e-06,7.17388811293896e-06,1.02003027030658e-05,1.40510636921717e-05,1.95423340458366e-05,2.76148742083192e-05,3.92913173071797e-05,5.53042664955784e-05,7.45304376580242e-05,0.000100113005430763,0.000128453245746738,0.000164140353321364,0.000207523687617102,0.000261369293853351,0.000328771540023223,0.0004131268166227,0.000528081278873628,0.000654957832416766,0.000809156900856475,0.00101173157126027,0.00124042032190598,0.001468031716995,0.00161460572262162,0.00171918242241499,0.00179824460368723,0.00186849235759478,0.00192116588862117,0.00196092060278517,0.00198646263392315,0.0020019008767933,0.00200403992819363,0.00199716623856232,0.00198041982585343,0.0019559977632888,0.00192416258490322,0.0018841461267973,0.00183616216535992,0.00178029015073907,0.00171896344149172,0.00165369479915119,0.00158272522791323,0.0015068049910696,0.00142695425891236,0.00134459102068301,0.00125945368276241,0.00117369476796156,0.00108871369750348,0.00100389089936207,0.000921096630141748,0.000840999402705721,0.000763880759663617,0.00068960137657358,0.00062000702994493,0.000554842524634618,0.00049370957673012,0.000436896228633411,0.000384743055682552,0.000337394926276352,0.000294331092766021,0.000255785789507664,0.000221249641623001,0.00019067113235772,"Lower"
"17","Nanjing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46615811289735e-11,2.27137314890536e-10,5.65401485746861e-10,1.16539269441624e-09,2.0913864362659e-09,3.42142263984549e-09,5.25477873160931e-09,7.74485981258457e-09,1.10717704314519e-08,1.54602992449602e-08,2.12120235558252e-08,2.87594232786962e-08,3.86082795604e-08,5.14437125632358e-08,6.81396131271706e-08,8.98608531044706e-08,1.18117201901391e-07,1.54886724163153e-07,2.02722418594607e-07,2.65088097604991e-07,3.46381733145253e-07,4.52515877807171e-07,5.92563356912858e-07,7.77054490852405e-07,1.02231203394945e-06,1.4214418290005e-06,2.05904574156115e-06,2.97502273004343e-06,4.24400181568077e-06,5.99344861853434e-06,8.50227558001653e-06,1.20953649895286e-05,1.71146343666447e-05,2.31814374513764e-05,3.07272507025983e-05,3.92227623757079e-05,4.96427176036091e-05,6.20146068175734e-05,7.72262613942287e-05,9.55983563341418e-05,0.00011868346329793,0.00014738671805558,0.000179025514558171,0.000215658492906407,0.000260017570931206,0.00030916347430792,0.00035929515479078,0.000400910147700204,0.000435880282675545,0.000464114101883486,0.000488286659496566,0.00050812578182948,0.000523040352524739,0.000534156908464801,0.000541184127062844,0.000544388666089651,0.000544471351291325,0.000541762018035675,0.00053659862125052,0.000529187768089698,0.000519722111408764,0.000508349585170932,0.000495190216596436,0.000480352532861578,0.000463726340109805,0.000445303511572762,0.000425589732503535,0.000405201418106743,0.000383945643487735,0.000361955463876386,0.00033946104236026,0.000316585757666377,0.000293550123008037,0.000270734544179906,0.000248447024216837,0.000226970785628908,0.000206277652120495,0.000186518929623974,0.000167792360340569,0.000149985712249571,0.000133495600525354,0.000118175546918208,0.000104104674123841,9.12663547322598e-05,7.97180325535572e-05,6.91669773105088e-05,5.98024722119566e-05,"Lower"
"18","Nanchang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33518173538932e-10,8.18368752765499e-10,2.02776206831565e-09,4.16770511131668e-09,7.47369340501509e-09,1.21884105169887e-08,1.86742296910945e-08,2.7416384220431e-08,3.90973509507373e-08,5.45419191679942e-08,7.48134183583323e-08,1.01274744870959e-07,1.35721859587867e-07,1.80662021233601e-07,2.39241756342894e-07,3.15455156748611e-07,4.14648143368114e-07,5.43699937624832e-07,7.11730055466485e-07,9.30405138625083e-07,1.21580751787679e-06,1.58844397659949e-06,2.07640962543575e-06,2.71876063407083e-06,3.5686722210994e-06,4.85598968096166e-06,6.88020636370835e-06,9.7768163903651e-06,1.3555025614594e-05,1.88378443617687e-05,2.63562919751821e-05,3.71385913072546e-05,5.2998175519461e-05,7.14445523220388e-05,9.67102185326911e-05,0.000125062515344626,0.000161567205550929,0.000205959387942736,0.000263282830420059,0.000336502942302854,0.000429278230333728,0.000548184675723947,0.000687866879104564,0.000855273246821011,0.00106832378300419,0.00131529825117112,0.00157300024416993,0.00176602580705627,0.00192767830988808,0.0020663677448277,0.00218313685810073,0.00228062117279889,0.00235841048193681,0.00241570256164166,0.00245545223261359,0.0024785678424914,0.00248527282169308,0.00247776360500233,0.002458088895204,0.00242759873489159,0.00238727520807813,0.00233787254335989,0.00227999102491655,0.00221417539951267,0.00214092362110508,0.00206082221359585,0.00197545435973618,0.00188503705851334,0.00178832978750298,0.00168913862482885,0.00158665115610678,0.00148162453021023,0.00137652509684774,0.00127186416304539,0.00116947483874386,0.00106830035557534,0.000971076982837607,0.000878326737685904,0.000790026403588638,0.000706957154067363,0.000629561014788072,0.000557582323405433,0.000491302335472408,0.000430747209179331,0.000375883842771236,0.000326475091348777,0.000282325166376069,"Lower"
"19","Xi'an",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00561328319553e-11,1.03984426452768e-10,2.52838920071945e-10,5.09683614340164e-10,8.95847541749824e-10,1.43379697306891e-09,2.1596811658084e-09,3.12509601971477e-09,4.40037702938615e-09,6.07270223343017e-09,8.26784386443036e-09,1.11292344428243e-08,1.48439690065565e-08,1.9675374296944e-08,2.59607665798063e-08,3.41081738124151e-08,4.4735704841178e-08,5.85143395556484e-08,7.64288533728082e-08,9.98203619110764e-08,1.30295540487661e-07,1.7014406359901e-07,2.2253907585832e-07,2.91883016600143e-07,3.84250809304716e-07,5.41966056291247e-07,7.73291587228208e-07,1.11355094742342e-06,1.58965986489157e-06,2.26843233013756e-06,3.2380516141952e-06,4.61738051547434e-06,6.50755741579744e-06,8.6295484114868e-06,1.14244319375883e-05,1.46308906025935e-05,1.85878040506672e-05,2.32603997626976e-05,2.89793712035674e-05,3.62946709615424e-05,4.49845377579067e-05,5.62858646404765e-05,7.06001502515216e-05,8.70139620084401e-05,0.00010804691965553,0.000129654692753231,0.000151203576982075,0.000166978191068829,0.0001783014022859,0.000187082089548706,0.000194408254165537,0.000200542018608325,0.000204900058200479,0.000208167688210878,0.000210238323967657,0.000210941401797272,0.00021030600510202,0.000208674188629581,0.000206124425382486,0.000202717354676917,0.000198506617371819,0.000193487971330854,0.000187853640365826,0.000181574704253276,0.000174696119541747,0.000167152620265173,0.000159197424377854,0.000150882271305202,0.00014227504174789,0.000133429580133671,0.000124460872573501,0.00011548536175529,0.000106592210252493,9.78800479179154e-05,8.94366985647733e-05,8.12884781989203e-05,7.34933809293838e-05,6.60987449291807e-05,5.91409651203861e-05,5.26461413756517e-05,4.66298736927082e-05,4.11190111097972e-05,3.61311942485972e-05,3.1623984182457e-05,2.75110241942964e-05,2.38513417392938e-05,2.05918733007445e-05,"Lower"
"20","Shanghai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37347476685148e-11,4.89564693352905e-11,1.23874525604402e-10,2.59834953542661e-10,4.73599741074382e-10,7.85140282313082e-10,1.21935467979223e-09,1.8103943006299e-09,2.60554156222451e-09,3.65787081348697e-09,5.05140124938889e-09,6.87717059461084e-09,9.24604225774196e-09,1.23345791861832e-08,1.6347896818743e-08,2.15853955616351e-08,2.83854462894023e-08,3.72115870503193e-08,4.86956258995825e-08,6.36160562418129e-08,8.30796681203999e-08,1.08658879900161e-07,1.42209591104231e-07,1.86150827105818e-07,2.44613296199738e-07,3.32873556557121e-07,4.74603708785843e-07,6.7447364575375e-07,9.76121844603827e-07,1.36414657670645e-06,1.91520159257041e-06,2.69021649685187e-06,3.7083816104184e-06,4.9491906167481e-06,6.49563162429172e-06,8.19988119151705e-06,1.04723338951593e-05,1.31105466708878e-05,1.62240086170935e-05,1.99814926173495e-05,2.43294926515186e-05,2.92105028843195e-05,3.45948113686524e-05,4.04209017759854e-05,4.66662471100882e-05,5.32491672085448e-05,6.01834219465911e-05,6.63568940872375e-05,7.1464389611694e-05,7.57141323666757e-05,7.9339689794306e-05,8.21810193832653e-05,8.43694956574119e-05,8.58788507299034e-05,8.67384239251048e-05,8.70195397369605e-05,8.68522432390938e-05,8.62403280141698e-05,8.52326158930383e-05,8.38689322831869e-05,8.21817350566904e-05,8.01665771749401e-05,7.78708579780255e-05,7.5330966785581e-05,7.25972658553886e-05,6.96517550815542e-05,6.65194914581326e-05,6.32285073735321e-05,5.98096364949697e-05,5.62960282860487e-05,5.26692772033667e-05,4.90535654133394e-05,4.54228442548386e-05,4.18414089179127e-05,3.83422026992329e-05,3.49464794190858e-05,3.16792920266362e-05,2.85682461723135e-05,2.56302097238651e-05,2.28775985032871e-05,2.03186258600459e-05,1.79731966459575e-05,1.58080744487751e-05,1.38541739826243e-05,1.20869714958733e-05,1.04916820996519e-05,9.06619147681566e-06,"Lower"
"21","Chengdu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27988475245168e-11,1.14868466180808e-10,2.84467827453721e-10,5.84294099808264e-10,1.0461255412946e-09,1.7049779248772e-09,2.6125794244147e-09,3.83181997061427e-09,5.45948488011449e-09,7.60325614802674e-09,1.0420829009066e-08,1.41036658648369e-08,1.89136229682553e-08,2.51849905987105e-08,3.33444042666504e-08,4.3988510075175e-08,5.78469854084574e-08,7.5832377301656e-08,9.92737900810202e-08,1.29881181773521e-07,1.69685253267958e-07,2.22023327643447e-07,2.91086280392866e-07,3.82727965465966e-07,5.05441429644071e-07,7.2178218325023e-07,1.04391076667595e-06,1.55160015705455e-06,2.25832638804129e-06,3.26606912412388e-06,4.80485539052477e-06,7.09919528842636e-06,1.05657582772134e-05,1.44276371120939e-05,1.94236093135485e-05,2.57802848086159e-05,3.34461002181126e-05,4.2732182072863e-05,5.41924316138589e-05,6.84808974680854e-05,8.54076539492536e-05,0.000106580100109093,0.000132546066048616,0.000162978599666827,0.000200786297182789,0.000242074636101547,0.0002828895064937,0.000317299412588911,0.000344937469117061,0.000368281602235578,0.000388436109728672,0.000404674875301277,0.000417386446342384,0.000426251217136068,0.000432245240808411,0.000435039141759533,0.000435510824965216,0.000433930759809249,0.000429726167112281,0.000423699566122271,0.000416244765394819,0.000407299793470104,0.000396907714585019,0.000384959554828327,0.000371829536298999,0.000357541866606022,0.00034220731090663,0.000325963957081701,0.000308967627752916,0.000291389889715928,0.000273393802593175,0.000254946067578372,0.000236471904123553,0.000218429815672855,0.000200579189953889,0.000183165054494801,0.000166239515275036,0.000150064446580957,0.00013505178187086,0.000120814845632916,0.000107475477178477,9.51281789130346e-05,8.37641132984877e-05,7.34217677889087e-05,6.40315496183463e-05,5.56042536118816e-05,4.80654588708006e-05,"Lower"
"22","Tianjin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38133759163174e-12,1.99156052979752e-11,5.27889955976324e-11,1.14972452823989e-10,2.17070423207194e-10,3.71157934632564e-10,5.93973875126589e-10,9.04846534737057e-10,1.32196691100651e-09,1.87848738655989e-09,2.60965063376163e-09,3.57677765968342e-09,4.84611039504756e-09,6.49388170972099e-09,8.63838307834441e-09,1.14084101237146e-08,1.50277530916603e-08,1.97281858399314e-08,2.58625456061845e-08,3.38496109099779e-08,4.42380611809742e-08,5.78267508040494e-08,7.56594869538125e-08,9.89525983780527e-08,1.29697038079903e-07,1.74471180097788e-07,2.46051314448046e-07,3.58551737206958e-07,5.2067074732165e-07,7.48517728909525e-07,1.06178050005495e-06,1.53502676228962e-06,2.17848316861359e-06,2.99297943449426e-06,3.9973844661167e-06,5.19793267712567e-06,6.63336384106158e-06,8.22331290519311e-06,1.02843044408582e-05,1.27066840889104e-05,1.54047934000981e-05,1.85914841699844e-05,2.22109521050225e-05,2.61957418077265e-05,3.07358435455975e-05,3.5546225855038e-05,4.04597019938436e-05,4.50372629672274e-05,4.91235937002656e-05,5.27251899827797e-05,5.57652839268365e-05,5.82625400755913e-05,6.01300693121664e-05,6.13935346450601e-05,6.21283348091165e-05,6.24328443249946e-05,6.2387612881082e-05,6.20495712494556e-05,6.13977505960022e-05,6.05006153673961e-05,5.9385353604819e-05,5.80675966911069e-05,5.65518834922038e-05,5.48495384106998e-05,5.29820535826243e-05,5.09664942501788e-05,4.88055317516682e-05,4.65149586232673e-05,4.4114751451122e-05,4.16034486692299e-05,3.9026796671734e-05,3.64439930728711e-05,3.38375376481423e-05,3.12402057185081e-05,2.86851505391064e-05,2.61956605921937e-05,2.37925031860175e-05,2.14934795040299e-05,1.93135130531584e-05,1.72634278536578e-05,1.53531481698509e-05,1.35803797190138e-05,1.19547468175259e-05,1.04909280425132e-05,9.15084212080032e-06,7.94980277182803e-06,6.85369101367805e-06,"Lower"
"23","Hangzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34178831836061e-11,1.25895965189069e-10,3.4165663385802e-10,7.62610526770966e-10,1.47831430470017e-09,2.57212338720046e-09,4.15456617347411e-09,6.37828920843448e-09,9.43359732219011e-09,1.35317101396123e-08,1.89808664792914e-08,2.61249352008084e-08,3.54782369094911e-08,4.7658393409367e-08,6.35751812659691e-08,8.43001924426175e-08,1.11270252011052e-07,1.46232188143359e-07,1.91845362257591e-07,2.51228509637384e-07,3.28403330740913e-07,4.29004493358405e-07,5.60619555219642e-07,7.32052611968124e-07,9.58302426407608e-07,1.30152499386373e-06,1.82296672838399e-06,2.54724232193033e-06,3.58441255184794e-06,5.01965634237493e-06,7.01647630340693e-06,9.91281732356441e-06,1.38888734171731e-05,1.88944106308724e-05,2.53584672187144e-05,3.30422077740353e-05,4.24768310725415e-05,5.35204846462259e-05,6.66936392952458e-05,8.27177298391994e-05,0.000102084981392474,0.000126319457276225,0.000154222188802834,0.000187569093272708,0.000227992931773298,0.000273205455852984,0.000322565764749069,0.000369517774264358,0.000414356708738334,0.000453641714274729,0.000489083574133351,0.000519208590082088,0.000542381067557624,0.000559356113649836,0.000571312579629319,0.000579079522688332,0.000582222904315935,0.000582333195792728,0.000579402255427132,0.000573876517087736,0.00056586470841636,0.000555691557497449,0.000543898719844592,0.000530323595347829,0.000515048555778875,0.000498015802336026,0.000479315211414378,0.000458952644870609,0.000437287461535111,0.00041451583554771,0.000390904448800275,0.000366839677245838,0.000342594450038634,0.00031819973172141,0.000293911584328758,0.000269891942080825,0.000246182035364641,0.000223307843570581,0.000201513173325173,0.000180901198808073,0.000161461877192112,0.000143253126988871,0.000126479037617792,0.000111196209869757,9.71540511184942e-05,8.46174627570805e-05,7.32819409240998e-05,"Lower"
"24","Hangzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34178831836061e-11,1.25895965189069e-10,3.4165663385802e-10,7.62610526770966e-10,1.47831430470017e-09,2.57212338720046e-09,4.15456617347411e-09,6.37828920843448e-09,9.43359732219011e-09,1.35317101396123e-08,1.89808664792914e-08,2.61249352008084e-08,3.54782369094911e-08,4.7658393409367e-08,6.35751812659691e-08,8.43001924426175e-08,1.11270252011052e-07,1.46232188143359e-07,1.91845362257591e-07,2.51228509637384e-07,3.28403330740913e-07,4.29004493358405e-07,5.60619555219642e-07,7.32052611968124e-07,9.58302426407608e-07,1.30152499386373e-06,1.82296672838399e-06,2.54724232193033e-06,3.58441255184794e-06,5.01965634237493e-06,7.01647630340693e-06,9.91281732356441e-06,1.38888734171731e-05,1.88944106308724e-05,2.53584672187144e-05,3.30422077740353e-05,4.24768310725415e-05,5.35204846462259e-05,6.66936392952458e-05,8.27177298391994e-05,0.000102084981392474,0.000126319457276225,0.000154222188802834,0.000187569093272708,0.000227992931773298,0.000273205455852984,0.000322565764749069,0.000369517774264358,0.000414356708738334,0.000453641714274729,0.000489083574133351,0.000519208590082088,0.000542381067557624,0.000559356113649836,0.000571312579629319,0.000579079522688332,0.000582222904315935,0.000582333195792728,0.000579402255427132,0.000573876517087736,0.00056586470841636,0.000555691557497449,0.000543898719844592,0.000530323595347829,0.000515048555778875,0.000498015802336026,0.000479315211414378,0.000458952644870609,0.000437287461535111,0.00041451583554771,0.000390904448800275,0.000366839677245838,0.000342594450038634,0.00031819973172141,0.000293911584328758,0.000269891942080825,0.000246182035364641,0.000223307843570581,0.000201513173325173,0.000180901198808073,0.000161461877192112,0.000143253126988871,0.000126479037617792,0.000111196209869757,9.71540511184942e-05,8.46174627570805e-05,7.32819409240998e-05,"Lower"
