date,province_raw,n,province
22,Hainan,0,20
23,Hainan,0,20
24,Hainan,0,20
25,Hainan,0,20
26,Hainan,0,20
27,Hainan,0,20
28,Hainan,0,20
29,Hainan,0,20
30,Hainan,0,20
31,Hainan,0,20
32,Hainan,0,20
33,Hainan,0,20
34,Hainan,0,20
35,Hainan,0,20
36,Hainan,0,20
37,Hainan,0,20
38,Hainan,0,20
39,Hainan,0,20
40,Hainan,0,20
41,Hainan,0,20
42,Hainan,0,20
43,Hainan,0,20
44,Hainan,0,20
45,Hainan,0,20
46,Hainan,0,20
47,Hainan,0,20
48,Hainan,0,20
49,Hainan,0,20
50,Hainan,0,20
51,Hainan,0,20
52,Hainan,0,20
53,Hainan,0,20
54,Hainan,0,20
55,Hainan,0,20
56,Hainan,0,20
57,Hainan,0,20
58,Hainan,0,20
59,Hainan,0,20
60,Hainan,0,20
61,Hainan,0,20
62,Hainan,0,20
63,Hainan,0,20
64,Hainan,0,20
65,Hainan,0,20
66,Hainan,0,20
67,Hainan,0,20
68,Hainan,0,20
69,Hainan,0,20
70,Hainan,0,20
71,Hainan,0,20
72,Hainan,0,20
73,Hainan,0,20
74,Hainan,0,20
75,Hainan,0,20
76,Hainan,0,20
77,Hainan,0,20
78,Hainan,0,20
79,Hainan,0,20
80,Hainan,0,20
81,Hainan,0,20
82,Hainan,4,20
83,Hainan,1,20
84,Hainan,5,20
85,Hainan,10,20
86,Hainan,7,20
87,Hainan,11,20
88,Hainan,5,20
89,Hainan,3,20
90,Hainan,3,20
91,Hainan,8,20
92,Hainan,6,20
93,Hainan,7,20
94,Hainan,9,20
95,Hainan,11,20
96,Hainan,11,20
97,Hainan,11,20
98,Hainan,12,20
99,Hainan,6,20
100,Hainan,8,20
101,Hainan,6,20
102,Hainan,3,20
103,Hainan,12,20
104,Hainan,0,20
105,Hainan,5,20
106,Hainan,0,20
107,Hainan,0,20
108,Hainan,1,20
109,Hainan,0,20
110,Hainan,5,20
111,Hainan,0,20
112,Hainan,0,20
113,Hainan,0,20
114,Hainan,0,20
115,Hainan,0,20
116,Hainan,0,20
117,Hainan,0,20
118,Hainan,0,20
119,Hainan,0,20
120,Hainan,0,20
121,Hainan,0,20
122,Hainan,0,20
123,Hainan,0,20
124,Hainan,0,20
126,Hainan,0,20
127,Hainan,0,20
128,Hainan,0,20
129,Hainan,0,20
130,Hainan,0,20
131,Hainan,0,20
132,Hainan,0,20
133,Hainan,0,20
134,Hainan,0,20
135,Hainan,0,20
136,Hainan,0,20
137,Hainan,0,20
138,Hainan,0,20
139,Hainan,0,20
140,Hainan,0,20
141,Hainan,0,20
142,Hainan,0,20
143,Hainan,0,20
144,Hainan,0,20
145,Hainan,0,20
146,Hainan,0,20
147,Hainan,0,20
148,Hainan,0,20
149,Hainan,0,20
150,Hainan,0,20
151,Hainan,0,20
152,Hainan,0,20
153,Hainan,0,20
154,Hainan,0,20
155,Hainan,0,20
156,Hainan,0,20
157,Hainan,0,20
158,Hainan,0,20
159,Hainan,0,20
160,Hainan,0,20
161,Hainan,0,20
162,Hainan,0,20
163,Hainan,0,20
164,Hainan,0,20
165,Hainan,0,20
166,Hainan,0,20
167,Hainan,0,20
168,Hainan,0,20
169,Hainan,0,20
170,Hainan,0,20
171,Hainan,0,20
172,Hainan,0,20
173,Hainan,0,20
174,Hainan,0,20
175,Hainan,0,20
176,Hainan,0,20
177,Hainan,0,20
178,Hainan,0,20
179,Hainan,0,20
180,Hainan,0,20
181,Hainan,0,20
182,Hainan,0,20
183,Hainan,0,20
184,Hainan,0,20
185,Hainan,0,20
186,Hainan,0,20
187,Hainan,0,20
188,Hainan,0,20
189,Hainan,0,20
190,Hainan,0,20
191,Hainan,0,20
192,Hainan,0,20
193,Hainan,0,20
194,Hainan,0,20
195,Hainan,0,20
196,Hainan,1,20
197,Hainan,0,20
198,Hainan,0,20
199,Hainan,0,20
200,Hainan,0,20
201,Hainan,0,20
202,Hainan,0,20
203,Hainan,0,20
204,Hainan,0,20
205,Hainan,0,20
206,Hainan,0,20
207,Hainan,0,20
208,Hainan,0,20
209,Hainan,0,20
210,Hainan,0,20
211,Hainan,0,20
212,Hainan,0,20
213,Hainan,0,20
214,Hainan,0,20
215,Hainan,0,20
216,Hainan,0,20
217,Hainan,0,20
218,Hainan,1,20
219,Hainan,0,20
220,Hainan,0,20
221,Hainan,0,20
222,Hainan,0,20
223,Hainan,0,20
224,Hainan,1,20
225,Hainan,0,20
226,Hainan,0,20
227,Hainan,0,20
228,Hainan,0,20
0,Guizhou,0,21
1,Guizhou,0,21
2,Guizhou,0,21
3,Guizhou,0,21
4,Guizhou,0,21
5,Guizhou,0,21
6,Guizhou,0,21
7,Guizhou,0,21
8,Guizhou,0,21
9,Guizhou,0,21
10,Guizhou,0,21
11,Guizhou,0,21
12,Guizhou,0,21
13,Guizhou,0,21
14,Guizhou,0,21
15,Guizhou,0,21
16,Guizhou,0,21
17,Guizhou,0,21
18,Guizhou,0,21
19,Guizhou,0,21
20,Guizhou,0,21
21,Guizhou,0,21
22,Guizhou,0,21
23,Guizhou,0,21
24,Guizhou,0,21
25,Guizhou,0,21
26,Guizhou,0,21
27,Guizhou,0,21
28,Guizhou,0,21
29,Guizhou,0,21
30,Guizhou,0,21
31,Guizhou,0,21
32,Guizhou,0,21
33,Guizhou,0,21
34,Guizhou,0,21
35,Guizhou,0,21
36,Guizhou,0,21
37,Guizhou,0,21
38,Guizhou,0,21
39,Guizhou,0,21
40,Guizhou,0,21
41,Guizhou,0,21
42,Guizhou,0,21
43,Guizhou,0,21
44,Guizhou,0,21
45,Guizhou,0,21
46,Guizhou,0,21
47,Guizhou,0,21
48,Guizhou,0,21
49,Guizhou,0,21
50,Guizhou,0,21
51,Guizhou,0,21
52,Guizhou,0,21
53,Guizhou,0,21
54,Guizhou,0,21
55,Guizhou,0,21
56,Guizhou,0,21
57,Guizhou,0,21
58,Guizhou,0,21
59,Guizhou,0,21
60,Guizhou,0,21
61,Guizhou,0,21
62,Guizhou,0,21
63,Guizhou,0,21
64,Guizhou,0,21
65,Guizhou,0,21
66,Guizhou,0,21
67,Guizhou,0,21
68,Guizhou,0,21
69,Guizhou,0,21
70,Guizhou,0,21
71,Guizhou,0,21
72,Guizhou,0,21
73,Guizhou,0,21
74,Guizhou,0,21
75,Guizhou,0,21
76,Guizhou,0,21
77,Guizhou,0,21
78,Guizhou,0,21
79,Guizhou,0,21
80,Guizhou,0,21
81,Guizhou,0,21
82,Guizhou,3,21
83,Guizhou,0,21
84,Guizhou,1,21
85,Guizhou,1,21
86,Guizhou,2,21
87,Guizhou,2,21
88,Guizhou,0,21
89,Guizhou,3,21
90,Guizhou,3,21
91,Guizhou,14,21
92,Guizhou,9,21
93,Guizhou,8,21
94,Guizhou,10,21
95,Guizhou,8,21
96,Guizhou,5,21
97,Guizhou,5,21
98,Guizhou,12,21
99,Guizhou,7,21
100,Guizhou,13,21
101,Guizhou,9,21
102,Guizhou,13,21
103,Guizhou,4,21
104,Guizhou,5,21
105,Guizhou,3,21
106,Guizhou,1,21
107,Guizhou,2,21
108,Guizhou,0,21
109,Guizhou,0,21
110,Guizhou,0,21
111,Guizhou,0,21
112,Guizhou,0,21
113,Guizhou,0,21
114,Guizhou,0,21
115,Guizhou,0,21
116,Guizhou,0,21
117,Guizhou,0,21
118,Guizhou,0,21
119,Guizhou,0,21
120,Guizhou,0,21
121,Guizhou,0,21
122,Guizhou,0,21
123,Guizhou,0,21
124,Guizhou,0,21
126,Guizhou,0,21
127,Guizhou,0,21
128,Guizhou,0,21
129,Guizhou,0,21
130,Guizhou,0,21
131,Guizhou,0,21
132,Guizhou,0,21
133,Guizhou,0,21
134,Guizhou,0,21
135,Guizhou,0,21
136,Guizhou,0,21
137,Guizhou,0,21
138,Guizhou,0,21
139,Guizhou,0,21
140,Guizhou,0,21
141,Guizhou,0,21
142,Guizhou,0,21
143,Guizhou,0,21
144,Guizhou,0,21
145,Guizhou,0,21
146,Guizhou,0,21
147,Guizhou,0,21
148,Guizhou,1,21
149,Guizhou,0,21
150,Guizhou,0,21
151,Guizhou,0,21
152,Guizhou,0,21
153,Guizhou,0,21
154,Guizhou,0,21
155,Guizhou,0,21
156,Guizhou,0,21
157,Guizhou,0,21
158,Guizhou,0,21
159,Guizhou,0,21
160,Guizhou,0,21
161,Guizhou,0,21
162,Guizhou,0,21
163,Guizhou,0,21
164,Guizhou,0,21
165,Guizhou,0,21
166,Guizhou,0,21
167,Guizhou,0,21
168,Guizhou,0,21
169,Guizhou,0,21
170,Guizhou,0,21
171,Guizhou,0,21
172,Guizhou,0,21
173,Guizhou,0,21
174,Guizhou,0,21
175,Guizhou,0,21
176,Guizhou,0,21
177,Guizhou,0,21
178,Guizhou,0,21
179,Guizhou,0,21
180,Guizhou,0,21
181,Guizhou,0,21
182,Guizhou,0,21
183,Guizhou,0,21
184,Guizhou,0,21
185,Guizhou,0,21
186,Guizhou,0,21
187,Guizhou,0,21
188,Guizhou,0,21
189,Guizhou,0,21
190,Guizhou,0,21
191,Guizhou,0,21
192,Guizhou,0,21
193,Guizhou,0,21
194,Guizhou,0,21
195,Guizhou,0,21
196,Guizhou,0,21
197,Guizhou,0,21
198,Guizhou,0,21
199,Guizhou,0,21
200,Guizhou,0,21
201,Guizhou,0,21
202,Guizhou,0,21
203,Guizhou,0,21
204,Guizhou,0,21
205,Guizhou,0,21
206,Guizhou,0,21
207,Guizhou,0,21
208,Guizhou,0,21
209,Guizhou,0,21
210,Guizhou,0,21
211,Guizhou,0,21
212,Guizhou,0,21
213,Guizhou,0,21
214,Guizhou,0,21
215,Guizhou,0,21
216,Guizhou,0,21
217,Guizhou,0,21
218,Guizhou,0,21
219,Guizhou,0,21
220,Guizhou,0,21
221,Guizhou,0,21
222,Guizhou,0,21
223,Guizhou,0,21
224,Guizhou,0,21
225,Guizhou,0,21
226,Guizhou,0,21
227,Guizhou,0,21
228,Guizhou,0,21
0,Tianjin,0,22
1,Tianjin,0,22
2,Tianjin,0,22
3,Tianjin,0,22
4,Tianjin,0,22
5,Tianjin,0,22
6,Tianjin,0,22
7,Tianjin,0,22
8,Tianjin,0,22
9,Tianjin,0,22
10,Tianjin,0,22
11,Tianjin,0,22
12,Tianjin,0,22
13,Tianjin,0,22
14,Tianjin,0,22
15,Tianjin,0,22
16,Tianjin,0,22
17,Tianjin,0,22
18,Tianjin,0,22
19,Tianjin,0,22
20,Tianjin,0,22
21,Tianjin,0,22
22,Tianjin,0,22
23,Tianjin,0,22
24,Tianjin,0,22
25,Tianjin,0,22
26,Tianjin,0,22
27,Tianjin,0,22
28,Tianjin,0,22
29,Tianjin,0,22
30,Tianjin,0,22
31,Tianjin,0,22
32,Tianjin,0,22
33,Tianjin,0,22
34,Tianjin,0,22
35,Tianjin,0,22
36,Tianjin,0,22
37,Tianjin,0,22
38,Tianjin,0,22
39,Tianjin,0,22
40,Tianjin,0,22
41,Tianjin,0,22
42,Tianjin,0,22
43,Tianjin,0,22
44,Tianjin,0,22
45,Tianjin,0,22
46,Tianjin,0,22
47,Tianjin,0,22
48,Tianjin,0,22
49,Tianjin,0,22
50,Tianjin,0,22
51,Tianjin,0,22
52,Tianjin,0,22
53,Tianjin,0,22
54,Tianjin,0,22
55,Tianjin,0,22
56,Tianjin,0,22
57,Tianjin,0,22
58,Tianjin,0,22
59,Tianjin,0,22
60,Tianjin,0,22
61,Tianjin,0,22
62,Tianjin,0,22
63,Tianjin,0,22
64,Tianjin,0,22
65,Tianjin,0,22
66,Tianjin,0,22
67,Tianjin,0,22
68,Tianjin,0,22
69,Tianjin,0,22
70,Tianjin,0,22
71,Tianjin,0,22
72,Tianjin,0,22
73,Tianjin,0,22
74,Tianjin,0,22
75,Tianjin,0,22
76,Tianjin,0,22
77,Tianjin,0,22
78,Tianjin,0,22
79,Tianjin,0,22
80,Tianjin,0,22
81,Tianjin,2,22
82,Tianjin,2,22
83,Tianjin,1,22
84,Tianjin,3,22
85,Tianjin,2,22
86,Tianjin,5,22
87,Tianjin,8,22
88,Tianjin,2,22
89,Tianjin,2,22
90,Tianjin,5,22
91,Tianjin,2,22
92,Tianjin,11,22
93,Tianjin,4,22
94,Tianjin,14,22
95,Tianjin,4,22
96,Tianjin,3,22
97,Tianjin,3,22
98,Tianjin,2,22
99,Tianjin,7,22
100,Tianjin,3,22
101,Tianjin,5,22
102,Tianjin,10,22
103,Tianjin,6,22
104,Tianjin,7,22
105,Tianjin,1,22
106,Tianjin,2,22
107,Tianjin,2,22
108,Tianjin,1,22
109,Tianjin,3,22
110,Tianjin,2,22
111,Tianjin,1,22
112,Tianjin,2,22
113,Tianjin,2,22
114,Tianjin,0,22
115,Tianjin,0,22
116,Tianjin,0,22
117,Tianjin,0,22
118,Tianjin,1,22
119,Tianjin,0,22
120,Tianjin,0,22
121,Tianjin,0,22
122,Tianjin,0,22
123,Tianjin,0,22
124,Tianjin,0,22
126,Tianjin,0,22
127,Tianjin,0,22
128,Tianjin,0,22
129,Tianjin,0,22
130,Tianjin,0,22
131,Tianjin,0,22
132,Tianjin,0,22
133,Tianjin,0,22
134,Tianjin,0,22
135,Tianjin,0,22
136,Tianjin,0,22
137,Tianjin,0,22
138,Tianjin,0,22
139,Tianjin,1,22
140,Tianjin,0,22
141,Tianjin,0,22
142,Tianjin,0,22
143,Tianjin,4,22
144,Tianjin,4,22
145,Tianjin,2,22
146,Tianjin,4,22
147,Tianjin,5,22
148,Tianjin,7,22
149,Tianjin,4,22
150,Tianjin,7,22
151,Tianjin,0,22
152,Tianjin,2,22
153,Tianjin,1,22
154,Tianjin,3,22
155,Tianjin,0,22
156,Tianjin,0,22
157,Tianjin,0,22
158,Tianjin,0,22
159,Tianjin,1,22
160,Tianjin,1,22
161,Tianjin,1,22
162,Tianjin,0,22
163,Tianjin,1,22
164,Tianjin,0,22
165,Tianjin,1,22
166,Tianjin,0,22
167,Tianjin,1,22
168,Tianjin,3,22
169,Tianjin,0,22
170,Tianjin,0,22
171,Tianjin,0,22
172,Tianjin,0,22
173,Tianjin,0,22
174,Tianjin,0,22
175,Tianjin,1,22
176,Tianjin,0,22
177,Tianjin,0,22
178,Tianjin,0,22
179,Tianjin,0,22
180,Tianjin,0,22
181,Tianjin,0,22
182,Tianjin,0,22
183,Tianjin,0,22
184,Tianjin,0,22
185,Tianjin,0,22
186,Tianjin,0,22
187,Tianjin,0,22
188,Tianjin,0,22
189,Tianjin,1,22
190,Tianjin,0,22
191,Tianjin,0,22
192,Tianjin,0,22
193,Tianjin,0,22
194,Tianjin,0,22
195,Tianjin,0,22
196,Tianjin,0,22
197,Tianjin,1,22
198,Tianjin,0,22
199,Tianjin,0,22
200,Tianjin,0,22
201,Tianjin,0,22
202,Tianjin,0,22
203,Tianjin,0,22
204,Tianjin,0,22
205,Tianjin,0,22
206,Tianjin,0,22
207,Tianjin,0,22
208,Tianjin,0,22
209,Tianjin,0,22
210,Tianjin,0,22
211,Tianjin,0,22
212,Tianjin,0,22
213,Tianjin,0,22
214,Tianjin,0,22
215,Tianjin,0,22
216,Tianjin,0,22
217,Tianjin,0,22
218,Tianjin,1,22
219,Tianjin,0,22
220,Tianjin,0,22
221,Tianjin,1,22
222,Tianjin,1,22
223,Tianjin,0,22
224,Tianjin,1,22
225,Tianjin,0,22
226,Tianjin,0,22
227,Tianjin,0,22
228,Tianjin,0,22
0,Shanxi,0,23
1,Shanxi,0,23
2,Shanxi,0,23
3,Shanxi,0,23
4,Shanxi,0,23
5,Shanxi,0,23
6,Shanxi,0,23
7,Shanxi,0,23
8,Shanxi,0,23
9,Shanxi,0,23
10,Shanxi,0,23
11,Shanxi,0,23
12,Shanxi,0,23
13,Shanxi,0,23
14,Shanxi,0,23
15,Shanxi,0,23
16,Shanxi,0,23
17,Shanxi,0,23
18,Shanxi,0,23
19,Shanxi,0,23
20,Shanxi,0,23
21,Shanxi,0,23
22,Shanxi,0,23
23,Shanxi,0,23
24,Shanxi,0,23
25,Shanxi,0,23
26,Shanxi,0,23
27,Shanxi,0,23
28,Shanxi,0,23
29,Shanxi,0,23
30,Shanxi,0,23
31,Shanxi,0,23
32,Shanxi,0,23
33,Shanxi,0,23
34,Shanxi,0,23
35,Shanxi,0,23
36,Shanxi,0,23
37,Shanxi,0,23
38,Shanxi,0,23
39,Shanxi,0,23
40,Shanxi,0,23
41,Shanxi,0,23
42,Shanxi,0,23
43,Shanxi,0,23
44,Shanxi,0,23
45,Shanxi,0,23
46,Shanxi,0,23
47,Shanxi,0,23
48,Shanxi,0,23
49,Shanxi,0,23
50,Shanxi,0,23
51,Shanxi,0,23
52,Shanxi,0,23
53,Shanxi,0,23
54,Shanxi,0,23
55,Shanxi,0,23
56,Shanxi,0,23
57,Shanxi,0,23
58,Shanxi,0,23
59,Shanxi,0,23
60,Shanxi,0,23
61,Shanxi,0,23
62,Shanxi,0,23
63,Shanxi,0,23
64,Shanxi,0,23
65,Shanxi,0,23
66,Shanxi,0,23
67,Shanxi,0,23
68,Shanxi,0,23
69,Shanxi,0,23
70,Shanxi,0,23
71,Shanxi,0,23
72,Shanxi,0,23
73,Shanxi,0,23
74,Shanxi,0,23
75,Shanxi,0,23
76,Shanxi,0,23
77,Shanxi,0,23
78,Shanxi,0,23
79,Shanxi,0,23
80,Shanxi,0,23
81,Shanxi,0,23
82,Shanxi,1,23
83,Shanxi,0,23
84,Shanxi,5,23
85,Shanxi,3,23
86,Shanxi,4,23
87,Shanxi,7,23
88,Shanxi,7,23
89,Shanxi,8,23
90,Shanxi,4,23
91,Shanxi,8,23
92,Shanxi,9,23
93,Shanxi,10,23
94,Shanxi,8,23
95,Shanxi,7,23
96,Shanxi,9,23
97,Shanxi,9,23
98,Shanxi,8,23
99,Shanxi,12,23
100,Shanxi,4,23
101,Shanxi,3,23
102,Shanxi,2,23
103,Shanxi,2,23
104,Shanxi,0,23
105,Shanxi,1,23
106,Shanxi,1,23
107,Shanxi,1,23
108,Shanxi,1,23
109,Shanxi,1,23
110,Shanxi,0,23
111,Shanxi,1,23
112,Shanxi,0,23
113,Shanxi,0,23
114,Shanxi,0,23
115,Shanxi,1,23
116,Shanxi,0,23
117,Shanxi,0,23
118,Shanxi,0,23
119,Shanxi,0,23
120,Shanxi,0,23
121,Shanxi,0,23
122,Shanxi,0,23
123,Shanxi,0,23
124,Shanxi,0,23
126,Shanxi,0,23
127,Shanxi,0,23
128,Shanxi,0,23
129,Shanxi,0,23
130,Shanxi,0,23
131,Shanxi,0,23
132,Shanxi,0,23
133,Shanxi,0,23
134,Shanxi,0,23
135,Shanxi,0,23
136,Shanxi,0,23
137,Shanxi,0,23
138,Shanxi,0,23
139,Shanxi,0,23
140,Shanxi,0,23
141,Shanxi,0,23
142,Shanxi,0,23
143,Shanxi,1,23
144,Shanxi,0,23
145,Shanxi,1,23
146,Shanxi,0,23
147,Shanxi,0,23
148,Shanxi,1,23
149,Shanxi,0,23
150,Shanxi,0,23
151,Shanxi,1,23
152,Shanxi,0,23
153,Shanxi,0,23
154,Shanxi,0,23
155,Shanxi,1,23
156,Shanxi,0,23
157,Shanxi,0,23
158,Shanxi,25,23
159,Shanxi,3,23
160,Shanxi,2,23
161,Shanxi,4,23
162,Shanxi,0,23
163,Shanxi,1,23
164,Shanxi,0,23
165,Shanxi,13,23
166,Shanxi,8,23
167,Shanxi,3,23
168,Shanxi,0,23
169,Shanxi,0,23
170,Shanxi,0,23
171,Shanxi,0,23
172,Shanxi,0,23
173,Shanxi,0,23
174,Shanxi,0,23
175,Shanxi,0,23
176,Shanxi,0,23
177,Shanxi,0,23
178,Shanxi,0,23
179,Shanxi,0,23
180,Shanxi,0,23
181,Shanxi,0,23
182,Shanxi,0,23
183,Shanxi,1,23
184,Shanxi,0,23
185,Shanxi,0,23
186,Shanxi,0,23
187,Shanxi,0,23
188,Shanxi,0,23
189,Shanxi,0,23
190,Shanxi,0,23
191,Shanxi,0,23
192,Shanxi,0,23
193,Shanxi,0,23
194,Shanxi,0,23
195,Shanxi,0,23
196,Shanxi,0,23
197,Shanxi,0,23
198,Shanxi,0,23
199,Shanxi,0,23
200,Shanxi,0,23
201,Shanxi,0,23
202,Shanxi,0,23
203,Shanxi,0,23
204,Shanxi,0,23
205,Shanxi,0,23
206,Shanxi,0,23
207,Shanxi,0,23
208,Shanxi,0,23
209,Shanxi,0,23
210,Shanxi,0,23
211,Shanxi,0,23
212,Shanxi,0,23
213,Shanxi,0,23
214,Shanxi,0,23
215,Shanxi,0,23
216,Shanxi,0,23
217,Shanxi,0,23
218,Shanxi,0,23
219,Shanxi,0,23
220,Shanxi,0,23
221,Shanxi,0,23
222,Shanxi,0,23
223,Shanxi,0,23
224,Shanxi,0,23
225,Shanxi,0,23
226,Shanxi,0,23
227,Shanxi,0,23
228,Shanxi,0,23
0,Liaoning,0,24
1,Liaoning,0,24
2,Liaoning,0,24
3,Liaoning,0,24
4,Liaoning,0,24
5,Liaoning,0,24
6,Liaoning,0,24
7,Liaoning,0,24
8,Liaoning,0,24
9,Liaoning,0,24
10,Liaoning,0,24
11,Liaoning,0,24
12,Liaoning,0,24
13,Liaoning,0,24
14,Liaoning,0,24
15,Liaoning,0,24
16,Liaoning,0,24
17,Liaoning,0,24
18,Liaoning,0,24
19,Liaoning,0,24
20,Liaoning,0,24
21,Liaoning,0,24
22,Liaoning,0,24
23,Liaoning,0,24
24,Liaoning,0,24
25,Liaoning,0,24
26,Liaoning,0,24
27,Liaoning,0,24
28,Liaoning,0,24
29,Liaoning,0,24
30,Liaoning,0,24
31,Liaoning,0,24
32,Liaoning,0,24
33,Liaoning,0,24
34,Liaoning,0,24
35,Liaoning,0,24
36,Liaoning,0,24
37,Liaoning,0,24
38,Liaoning,0,24
39,Liaoning,0,24
40,Liaoning,0,24
41,Liaoning,0,24
42,Liaoning,0,24
43,Liaoning,0,24
44,Liaoning,0,24
45,Liaoning,0,24
46,Liaoning,0,24
47,Liaoning,0,24
48,Liaoning,0,24
49,Liaoning,0,24
50,Liaoning,0,24
51,Liaoning,0,24
52,Liaoning,0,24
53,Liaoning,0,24
54,Liaoning,0,24
55,Liaoning,0,24
56,Liaoning,0,24
57,Liaoning,0,24
58,Liaoning,0,24
59,Liaoning,0,24
60,Liaoning,0,24
61,Liaoning,0,24
62,Liaoning,0,24
63,Liaoning,0,24
64,Liaoning,0,24
65,Liaoning,0,24
66,Liaoning,0,24
67,Liaoning,0,24
68,Liaoning,0,24
69,Liaoning,0,24
70,Liaoning,0,24
71,Liaoning,0,24
72,Liaoning,0,24
73,Liaoning,0,24
74,Liaoning,0,24
75,Liaoning,0,24
76,Liaoning,0,24
77,Liaoning,0,24
78,Liaoning,0,24
79,Liaoning,0,24
80,Liaoning,0,24
81,Liaoning,0,24
82,Liaoning,2,24
83,Liaoning,2,24
84,Liaoning,8,24
85,Liaoning,5,24
86,Liaoning,5,24
87,Liaoning,5,24
88,Liaoning,9,24
89,Liaoning,3,24
90,Liaoning,6,24
91,Liaoning,15,24
92,Liaoning,4,24
93,Liaoning,6,24
94,Liaoning,4,24
95,Liaoning,7,24
96,Liaoning,8,24
97,Liaoning,8,24
98,Liaoning,5,24
99,Liaoning,6,24
100,Liaoning,2,24
101,Liaoning,1,24
102,Liaoning,3,24
103,Liaoning,5,24
104,Liaoning,1,24
105,Liaoning,2,24
106,Liaoning,1,24
107,Liaoning,1,24
108,Liaoning,0,24
109,Liaoning,0,24
110,Liaoning,0,24
111,Liaoning,0,24
112,Liaoning,0,24
113,Liaoning,0,24
114,Liaoning,0,24
115,Liaoning,0,24
116,Liaoning,0,24
117,Liaoning,0,24
118,Liaoning,0,24
119,Liaoning,0,24
120,Liaoning,1,24
121,Liaoning,0,24
122,Liaoning,3,24
123,Liaoning,0,24
124,Liaoning,0,24
126,Liaoning,0,24
127,Liaoning,0,24
128,Liaoning,0,24
129,Liaoning,0,24
130,Liaoning,0,24
131,Liaoning,0,24
132,Liaoning,0,24
133,Liaoning,0,24
134,Liaoning,0,24
135,Liaoning,0,24
136,Liaoning,0,24
137,Liaoning,0,24
138,Liaoning,0,24
139,Liaoning,1,24
140,Liaoning,0,24
141,Liaoning,0,24
142,Liaoning,0,24
143,Liaoning,1,24
144,Liaoning,0,24
145,Liaoning,0,24
146,Liaoning,1,24
147,Liaoning,3,24
148,Liaoning,3,24
149,Liaoning,2,24
150,Liaoning,3,24
151,Liaoning,1,24
152,Liaoning,0,24
153,Liaoning,1,24
154,Liaoning,0,24
155,Liaoning,1,24
156,Liaoning,0,24
157,Liaoning,2,24
158,Liaoning,0,24
159,Liaoning,0,24
160,Liaoning,0,24
161,Liaoning,1,24
162,Liaoning,0,24
163,Liaoning,0,24
164,Liaoning,0,24
165,Liaoning,0,24
166,Liaoning,0,24
167,Liaoning,1,24
168,Liaoning,0,24
169,Liaoning,0,24
170,Liaoning,0,24
171,Liaoning,0,24
172,Liaoning,0,24
173,Liaoning,0,24
174,Liaoning,0,24
175,Liaoning,0,24
176,Liaoning,0,24
177,Liaoning,0,24
178,Liaoning,0,24
179,Liaoning,0,24
180,Liaoning,0,24
181,Liaoning,0,24
182,Liaoning,0,24
183,Liaoning,0,24
184,Liaoning,0,24
185,Liaoning,0,24
186,Liaoning,0,24
187,Liaoning,0,24
188,Liaoning,0,24
189,Liaoning,0,24
190,Liaoning,0,24
191,Liaoning,1,24
192,Liaoning,0,24
193,Liaoning,0,24
194,Liaoning,2,24
195,Liaoning,0,24
196,Liaoning,0,24
197,Liaoning,0,24
198,Liaoning,0,24
199,Liaoning,0,24
200,Liaoning,0,24
201,Liaoning,0,24
202,Liaoning,0,24
203,Liaoning,0,24
204,Liaoning,0,24
205,Liaoning,0,24
206,Liaoning,0,24
207,Liaoning,0,24
208,Liaoning,0,24
209,Liaoning,0,24
210,Liaoning,0,24
211,Liaoning,0,24
212,Liaoning,0,24
213,Liaoning,0,24
214,Liaoning,0,24
215,Liaoning,0,24
216,Liaoning,0,24
217,Liaoning,0,24
218,Liaoning,0,24
219,Liaoning,0,24
220,Liaoning,0,24
221,Liaoning,0,24
222,Liaoning,0,24
223,Liaoning,0,24
224,Liaoning,0,24
225,Liaoning,2,24
226,Liaoning,0,24
227,Liaoning,1,24
228,Liaoning,0,24
0,Jilin,0,25
1,Jilin,0,25
2,Jilin,0,25
3,Jilin,0,25
4,Jilin,0,25
5,Jilin,0,25
6,Jilin,0,25
7,Jilin,0,25
8,Jilin,0,25
9,Jilin,0,25
10,Jilin,0,25
11,Jilin,0,25
12,Jilin,0,25
13,Jilin,0,25
14,Jilin,0,25
15,Jilin,0,25
16,Jilin,0,25
17,Jilin,0,25
18,Jilin,0,25
19,Jilin,0,25
20,Jilin,0,25
21,Jilin,0,25
22,Jilin,0,25
23,Jilin,0,25
24,Jilin,0,25
25,Jilin,0,25
26,Jilin,0,25
27,Jilin,0,25
28,Jilin,0,25
29,Jilin,0,25
30,Jilin,0,25
31,Jilin,0,25
32,Jilin,0,25
33,Jilin,0,25
34,Jilin,0,25
35,Jilin,0,25
36,Jilin,0,25
37,Jilin,0,25
38,Jilin,0,25
39,Jilin,0,25
40,Jilin,0,25
41,Jilin,0,25
42,Jilin,0,25
43,Jilin,0,25
44,Jilin,0,25
45,Jilin,0,25
46,Jilin,0,25
47,Jilin,0,25
48,Jilin,0,25
49,Jilin,0,25
50,Jilin,0,25
51,Jilin,0,25
52,Jilin,0,25
53,Jilin,0,25
54,Jilin,0,25
55,Jilin,0,25
56,Jilin,0,25
57,Jilin,0,25
58,Jilin,0,25
59,Jilin,0,25
60,Jilin,0,25
61,Jilin,0,25
62,Jilin,0,25
63,Jilin,0,25
64,Jilin,0,25
65,Jilin,0,25
66,Jilin,0,25
67,Jilin,0,25
68,Jilin,0,25
69,Jilin,0,25
